Frequency (GHz), S1:1 (dB), S1:1 (rad)
1.283849341782596554e+01,-3.605752777401344034e+00,-8.194071317477676919e-01
1.284170464679490742e+01,-3.604842303548500659e+00,-8.199648979482552225e-01
1.284491587576384930e+01,-3.603931356534650021e+00,-8.205228931597190467e-01
1.284812710473278941e+01,-3.603020854709575893e+00,-8.210811966083305657e-01
1.285133833370173129e+01,-3.602111955322126580e+00,-8.216398253826437958e-01
1.285454956267067139e+01,-3.601205742393710274e+00,-8.221987278743171368e-01
1.285776079163961150e+01,-3.600302925908388296e+00,-8.227577972370516690e-01
1.286097202060855338e+01,-3.599403644043812633e+00,-8.233169013973054007e-01
1.286418324957749348e+01,-3.598507431043751037e+00,-8.238759209672331663e-01
1.286739447854643359e+01,-3.597613364228877675e+00,-8.244347837674700363e-01
1.287060570751537725e+01,-3.596720349253216042e+00,-8.249934854289113773e-01
1.287381693648431735e+01,-3.595827459601468767e+00,-8.255520895433924311e-01
1.287702816545325923e+01,-3.594934227882757849e+00,-8.261107069153392768e-01
1.288023939442219934e+01,-3.594040798810228310e+00,-8.266694598184782805e-01
1.288345062339113944e+01,-3.593147893714378593e+00,-8.272284418596252964e-01
1.288666185236008133e+01,-3.592256592447059305e+00,-8.277876856414737583e-01
1.288987308132902143e+01,-3.591367993985312257e+00,-8.283471483603480623e-01
1.289308431029796154e+01,-3.590482855243863902e+00,-8.289067203257436400e-01
1.289629553926690342e+01,-3.589601316799910791e+00,-8.294662546361643018e-01
1.289950676823584530e+01,-3.588722801195759260e+00,-8.300256098804849048e-01
1.290271799720478718e+01,-3.587846120567583785e+00,-8.305846936556559035e-01
1.290592922617372729e+01,-3.586969769673648667e+00,-8.311434941407618293e-01
1.290914045514266739e+01,-3.586092325711400797e+00,-8.317020901520427723e-01
1.291235168411160927e+01,-3.585212843748527334e+00,-8.322606361291509103e-01
1.291556291308054938e+01,-3.584331135871226426e+00,-8.328193256324508686e-01
1.291877414204948948e+01,-3.583447853692826257e+00,-8.333783430949077697e-01
1.292198537101843137e+01,-3.582564348637578000e+00,-8.339378169773298266e-01
1.292519659998737325e+01,-3.581682346596786637e+00,-8.344977871352972087e-01
1.292840782895631335e+01,-3.580803525201184279e+00,-8.350581952271770581e-01
1.293161905792525523e+01,-3.579929108272707605e+00,-8.356189005408058978e-01
1.293483028689419534e+01,-3.579059585698662449e+00,-8.361797165669196952e-01
1.293804151586313544e+01,-3.578194630253626496e+00,-8.367404580285005000e-01
1.294125274483207733e+01,-3.577333226812117850e+00,-8.373009854722734957e-01
1.294446397380101743e+01,-3.576473970418966974e+00,-8.378612356250961790e-01
1.294767520276995931e+01,-3.575615444804824961e+00,-8.384212301093748598e-01
1.295088643173889942e+01,-3.574756574665713060e+00,-8.389810614433891311e-01
1.295409766070784130e+01,-3.573896857807849159e+00,-8.395408616368920107e-01
1.295730888967678318e+01,-3.573036422321122618e+00,-8.401007632775970846e-01
1.296052011864572329e+01,-3.572175906924643929e+00,-8.406608645209043829e-01
1.296373134761466339e+01,-3.571316213434795550e+00,-8.412212075209379858e-01
1.296694257658360527e+01,-3.570458214020681531e+00,-8.417817752712637436e-01
1.297015380555254538e+01,-3.569602503234039936e+00,-8.423425060371282358e-01
1.297336503452148548e+01,-3.568749264701602364e+00,-8.429033193509308797e-01
1.297657626349042737e+01,-3.567898282172254465e+00,-8.434641444648753872e-01
1.297978749245936925e+01,-3.567049077532882251e+00,-8.440249420592994545e-01
1.298299872142831113e+01,-3.566201119334423630e+00,-8.445857127948159793e-01
1.298620995039725123e+01,-3.565354026232452345e+00,-8.451464909806876147e-01
1.298942117936619134e+01,-3.564507695875615667e+00,-8.457073266562358249e-01
1.299263240833513322e+01,-3.563662318385636407e+00,-8.462682631255946664e-01
1.299584363730407333e+01,-3.562818274787807216e+00,-8.468293182725074031e-01
1.299905486627301343e+01,-3.561975960840228161e+00,-8.473904764437902859e-01
1.300226609524195531e+01,-3.561135602497896180e+00,-8.479516938764048994e-01
1.300547732421089719e+01,-3.560297132313858803e+00,-8.485129158346143008e-01
1.300868855317983730e+01,-3.559460175424964845e+00,-8.490740994199046376e-01
1.301189978214877918e+01,-3.558624156128096239e+00,-8.496352338215108491e-01
1.301511101111771929e+01,-3.557788493741420144e+00,-8.501963503472871331e-01
1.301832224008666117e+01,-3.556952823444792688e+00,-8.507575177778162745e-01
1.302153346905560127e+01,-3.556117165279724546e+00,-8.513188234270471222e-01
1.302474469802454138e+01,-3.555281977219624689e+00,-8.518803452250196528e-01
1.302795592699348326e+01,-3.554448062911665041e+00,-8.524421235504445749e-01
1.303116715596242337e+01,-3.553616350915438815e+00,-8.530041422657757000e-01
1.303437838493136525e+01,-3.552787605602607535e+00,-8.535663261019164061e-01
1.303758961390030713e+01,-3.551962156390255476e+00,-8.541285568112080284e-01
1.304080084286924723e+01,-3.551139732565538942e+00,-8.546907047454588291e-01
1.304401207183818734e+01,-3.550319464336887165e+00,-8.552526674770728476e-01
1.304722330080712922e+01,-3.549500064018909384e+00,-8.558144043540312218e-01
1.305043452977606933e+01,-3.548680147922427253e+00,-8.563759563900006366e-01
1.305364575874501121e+01,-3.547858615480464106e+00,-8.569374446061610584e-01
1.305685698771395131e+01,-3.547034980923118308e+00,-8.574990458587340436e-01
1.306006821668289319e+01,-3.546209561436867830e+00,-8.580609516173828277e-01
1.306327944565183508e+01,-3.545383462492411208e+00,-8.586233202259656583e-01
1.306649067462077518e+01,-3.544558355834612762e+00,-8.591862353676055220e-01
1.306970190358971529e+01,-3.543736102962629531e+00,-8.597496820817477348e-01
1.307291313255865717e+01,-3.542918320330397108e+00,-8.603135470866355439e-01
1.307612436152759727e+01,-3.542105999430356533e+00,-8.608776436308394064e-01
1.307933559049653738e+01,-3.541299280467671728e+00,-8.614417544819387151e-01
1.308254681946547926e+01,-3.540497436629720163e+00,-8.620056818329626669e-01
1.308575804843441936e+01,-3.539699068967536721e+00,-8.625692912182629790e-01
1.308896927740336302e+01,-3.538902455873824238e+00,-8.631325384169469261e-01
1.309218050637230313e+01,-3.538105961821645273e+00,-8.636954731895355453e-01
1.309539173534124323e+01,-3.537308398101138174e+00,-8.642582201026771660e-01
1.309860296431018511e+01,-3.536509246350076907e+00,-8.648209427960987794e-01
1.310181419327912522e+01,-3.535708697608392903e+00,-8.653838021201056829e-01
1.310502542224806533e+01,-3.534907512606993762e+00,-8.659469195394231544e-01
1.310823665121700721e+01,-3.534106757405215404e+00,-8.665103549153237994e-01
1.311144788018594731e+01,-3.533307498579052464e+00,-8.670741030515185521e-01
1.311465910915488919e+01,-3.532510546091947923e+00,-8.676381077163611844e-01
1.311787033812383108e+01,-3.531716309960875932e+00,-8.682022869512495689e-01
1.312108156709277118e+01,-3.530924796807433541e+00,-8.687665607596379846e-01
1.312429279606171306e+01,-3.530135727392691880e+00,-8.693308724421648925e-01
1.312750402503065317e+01,-3.529348720287636354e+00,-8.698951976945065168e-01
1.313071525399959327e+01,-3.528563470602978480e+00,-8.704595400942745087e-01
1.313392648296853515e+01,-3.527779860354546937e+00,-8.710239162747693831e-01
1.313713771193747526e+01,-3.526997965113500833e+00,-8.715883374206612189e-01
1.314034894090641714e+01,-3.526217960282858055e+00,-8.721527946952979393e-01
1.314356016987535902e+01,-3.525439966726629848e+00,-8.727172545716568308e-01
1.314677139884429913e+01,-3.524663897640172738e+00,-8.732816663814298996e-01
1.314998262781323923e+01,-3.523889369339462618e+00,-8.738459799531335115e-01
1.315319385678218111e+01,-3.523115717886073028e+00,-8.744101674548964143e-01
1.315640508575112122e+01,-3.522342127944444012e+00,-8.749742417359919200e-01
1.315961631472006310e+01,-3.521567841544960942e+00,-8.755382641931083176e-01
1.316282754368900321e+01,-3.520792385135993463e+00,-8.761023382726925712e-01
1.316603877265794331e+01,-3.520015743150315402e+00,-8.766665892019391837e-01
1.316925000162688697e+01,-3.519238418971393223e+00,-8.772311350052124368e-01
1.317246123059582708e+01,-3.518461356136513452e+00,-8.777960568857710033e-01
1.317567245956476718e+01,-3.517685734196903447e+00,-8.783613776479634039e-01
1.317888368853370906e+01,-3.516912692060167434e+00,-8.789270547658150079e-01
1.318209491750264917e+01,-3.516143054900578768e+00,-8.794929905620082478e-01
1.318530614647158927e+01,-3.515377141439216757e+00,-8.800590569882674741e-01
1.318851737544053115e+01,-3.514614706063493799e+00,-8.806251282036569039e-01
1.319172860440947126e+01,-3.513855031450900501e+00,-8.811911118435384882e-01
1.319493983337841492e+01,-3.513097143742733408e+00,-8.817569702684079358e-01
1.319815106234735502e+01,-3.512340087050570325e+00,-8.823227260653256909e-01
1.320136229131629513e+01,-3.511583177809959988e+00,-8.828884507426733030e-01
1.320457352028523701e+01,-3.510826167067083059e+00,-8.834542404956124972e-01
1.320778474925417711e+01,-3.510069267758384903e+00,-8.840201866300926303e-01
1.321099597822311722e+01,-3.509313045459370173e+00,-8.845863496022683403e-01
1.321420720719205910e+01,-3.508558212212227634e+00,-8.851527442634222753e-01
1.321741843616099921e+01,-3.507805391321159316e+00,-8.857193402443159780e-01
1.322062966512994109e+01,-3.507054927879092787e+00,-8.862860766143569879e-01
1.322384089409888297e+01,-3.506306803349605872e+00,-8.868528855029136349e-01
1.322705212306782308e+01,-3.505560678075289704e+00,-8.874197166499235845e-01
1.323026335203676496e+01,-3.504816043981975771e+00,-8.879865546973970680e-01
1.323347458100570506e+01,-3.504072434054563256e+00,-8.885534234813475818e-01
1.323668580997464517e+01,-3.503329616592262941e+00,-8.891203758633182686e-01
1.323989703894358705e+01,-3.502587706707269266e+00,-8.896874724083290165e-01
1.324310826791252715e+01,-3.501847153752452257e+00,-8.902547559699168778e-01
1.324631949688146726e+01,-3.501108603294778465e+00,-8.908222307880201418e-01
1.324953072585041092e+01,-3.500372673491626951e+00,-8.913898535248667709e-01
1.325274195481935102e+01,-3.499639715339840862e+00,-8.919575400831876166e-01
1.325595318378829113e+01,-3.498909634761815823e+00,-8.925251871444634943e-01
1.325916441275723301e+01,-3.498181838777899344e+00,-8.930927026309607442e-01
1.326237564172617311e+01,-3.497455332402883865e+00,-8.936600362016675625e-01
1.326558687069511500e+01,-3.496728947867357107e+00,-8.942272004260939378e-01
1.326879809966405510e+01,-3.496001646801543572e+00,-8.947942756434558165e-01
1.327200932863299521e+01,-3.495272811595913076e+00,-8.953613960562952778e-01
1.327522055760193886e+01,-3.494542441927981358e+00,-8.959287200105786608e-01
1.327843178657087897e+01,-3.493811196931218443e+00,-8.964963920876183323e-01
1.328164301553981907e+01,-3.493080265837415599e+00,-8.970645071855355424e-01
1.328485424450876096e+01,-3.492351097953808825e+00,-8.976330864240551488e-01
1.328806547347770106e+01,-3.491625062592327300e+00,-8.982020715398024713e-01
1.329127670244664117e+01,-3.490903129476142119e+00,-8.987713393522721583e-01
1.329448793141558305e+01,-3.490185654426756656e+00,-8.993407323384988716e-01
1.329769916038452315e+01,-3.489472325477881220e+00,-8.999100969523367022e-01
1.330091038935346326e+01,-3.488762279619044282e+00,-9.004793193189528644e-01
1.330412161832240692e+01,-3.488054353159309340e+00,-9.010483488793015194e-01
1.330733284729134702e+01,-3.487347392771167787e+00,-9.016172041455410291e-01
1.331054407626028890e+01,-3.486640539745407441e+00,-9.021859598883104070e-01
1.331375530522922901e+01,-3.485933410642317209e+00,-9.027547203017199928e-01
1.331696653419816911e+01,-3.485226129788963512e+00,-9.033235864786359759e-01
1.332017776316711100e+01,-3.484519213175477859e+00,-9.038926278178258666e-01
1.332338899213605110e+01,-3.483813346225059782e+00,-9.044618654612966990e-01
1.332660022110499121e+01,-3.483109127243408487e+00,-9.050312720335551564e-01
1.332981145007393486e+01,-3.482406855897748787e+00,-9.056007869924238562e-01
1.333302267904287497e+01,-3.481706430161546351e+00,-9.061703422762965587e-01
1.333623390801181685e+01,-3.481007380982217292e+00,-9.067398899870628970e-01
1.333944513698075696e+01,-3.480309031887375504e+00,-9.073094234040974815e-01
1.334265636594969706e+01,-3.479610733294355551e+00,-9.078789847581584249e-01
1.334586759491863894e+01,-3.478912099269995561e+00,-9.084486572288785755e-01
1.334907882388757905e+01,-3.478213174014820552e+00,-9.090185433525241887e-01
1.335229005285651915e+01,-3.477514476146683187e+00,-9.095887360526964116e-01
1.335550128182546281e+01,-3.476816904518243323e+00,-9.101592906839744979e-01
1.335871251079440292e+01,-3.476121529278959343e+00,-9.107302062154988276e-01
1.336192373976334302e+01,-3.475429324667472564e+00,-9.113014211010249666e-01
1.336513496873228490e+01,-3.474740916437954574e+00,-9.118728252653006683e-01
1.336834619770122501e+01,-3.474056412627904322e+00,-9.124442851787801789e-01
1.337155742667016689e+01,-3.473375363258395687e+00,-9.130156754483311765e-01
1.337476865563910700e+01,-3.472696859461342100e+00,-9.135869086775778580e-01
1.337797988460804710e+01,-3.472019745477651576e+00,-9.141579559473074212e-01
1.338119111357698898e+01,-3.471342888130272808e+00,-9.147288528902483007e-01
1.338440234254593086e+01,-3.470665435206264249e+00,-9.152996901948158293e-01
1.338761357151487097e+01,-3.469986999499651947e+00,-9.158705913791360675e-01
1.339082480048381285e+01,-3.469307726722035579e+00,-9.164416837582337605e-01
1.339403602945275296e+01,-3.468628236516562158e+00,-9.170130699242106109e-01
1.339724725842169306e+01,-3.467949457708098926e+00,-9.175848065125183917e-01
1.340045848739063494e+01,-3.467272403367150257e+00,-9.181568948133215224e-01
1.340366971635957505e+01,-3.466597942551213229e+00,-9.187292846010832736e-01
1.340688094532851515e+01,-3.465926621944174890e+00,-9.193018892894591065e-01
1.341009217429745881e+01,-3.465258574325218000e+00,-9.198746080021211746e-01
1.341330340326639892e+01,-3.464593527178765342e+00,-9.204473489354809690e-01
1.341651463223534080e+01,-3.463930900413355829e+00,-9.210200486343252946e-01
1.341972586120428090e+01,-3.463269963081192060e+00,-9.215926832750256370e-01
1.342293709017322101e+01,-3.462610009061175997e+00,-9.221652702448751571e-01
1.342614831914216289e+01,-3.461950511943956865e+00,-9.227378606073758371e-01
1.342935954811110300e+01,-3.461291228243272844e+00,-9.233105249107350643e-01
1.343257077708004310e+01,-3.460632232188167290e+00,-9.238833358880629287e-01
1.343578200604898498e+01,-3.459973880800385260e+00,-9.244563518176611705e-01
1.343899323501792686e+01,-3.459316721368930647e+00,-9.250296037818519501e-01
1.344220446398686875e+01,-3.458661362706811460e+00,-9.256030890349288276e-01
1.344541569295580885e+01,-3.458008336031098473e+00,-9.261767714455524381e-01
1.344862692192474896e+01,-3.457357971346084913e+00,-9.267505887459465130e-01
1.345183815089369084e+01,-3.456710311731828078e+00,-9.273244652435808089e-01
1.345504937986263094e+01,-3.456065081830223207e+00,-9.278983278025417780e-01
1.345826060883157105e+01,-3.455421718697619049e+00,-9.284721223232883514e-01
1.346147183780051293e+01,-3.454779463514883631e+00,-9.290458276947255456e-01
1.346468306676945481e+01,-3.454137502061034315e+00,-9.296194643437584171e-01
1.346789429573839492e+01,-3.453495131569656706e+00,-9.301930951499918221e-01
1.347110552470733680e+01,-3.452851923495152686e+00,-9.307668176600158993e-01
1.347431675367627690e+01,-3.452207848133894696e+00,-9.313407481411649647e-01
1.347752798264521701e+01,-3.451563330050997802e+00,-9.319149998170015436e-01
1.348073921161415889e+01,-3.450919213821944886e+00,-9.324896592412312835e-01
1.348395044058309900e+01,-3.450276636822902532e+00,-9.330647657449052668e-01
1.348716166955204088e+01,-3.449636826668686762e+00,-9.336402988485908994e-01
1.349037289852098276e+01,-3.449000860644491073e+00,-9.342161772850902102e-01
1.349358412748992286e+01,-3.448369437708034280e+00,-9.347922709540898989e-01
1.349679535645886475e+01,-3.447742715846819905e+00,-9.353684241817700196e-01
1.350000658542780485e+01,-3.447120256671586169e+00,-9.359444857885061975e-01
1.350321781439674496e+01,-3.446501096444596346e+00,-9.365203394560777106e-01
1.350642904336568684e+01,-3.445883933110799546e+00,-9.370959273669532408e-01
1.350964027233462694e+01,-3.445267389662672208e+00,-9.376712613467194091e-01
1.351285150130356705e+01,-3.444650293295119958e+00,-9.382464185871500773e-01
1.351606273027250893e+01,-3.444031903623596680e+00,-9.388215228063251372e-01
1.351927395924145081e+01,-3.443412034430273216e+00,-9.393967154402416142e-01
1.352248518821039269e+01,-3.442791039916117235e+00,-9.399721241243654823e-01
1.352569641717933280e+01,-3.442169671720215263e+00,-9.405478365173587374e-01
1.352890764614827290e+01,-3.441548847567207581e+00,-9.411238861332544836e-01
1.353211887511721478e+01,-3.440929396542313334e+00,-9.417002535813652209e-01
1.353533010408615489e+01,-3.440311852417078597e+00,-9.422768823213222289e-01
