Frequency (GHz), S1:1 (dB), S1:1 (rad)
4.200287491374778526e+00,-1.354977869062144791e+00,-1.309176194121941084e+00
4.203498720343719519e+00,-1.361011153047256617e+00,-1.310897252907750277e+00
4.206709949312660513e+00,-1.367067849627837894e+00,-1.312620232803862086e+00
4.209921178281601506e+00,-1.373147883050222839e+00,-1.314345196041493580e+00
4.213132407250542499e+00,-1.379251408322884620e+00,-1.316072207500086355e+00
4.216343636219483493e+00,-1.385378801127514992e+00,-1.317801323826133242e+00
4.219554865188424486e+00,-1.391530611577213250e+00,-1.319532583885530741e+00
4.222766094157365480e+00,-1.397707488833786149e+00,-1.321266002017674968e+00
4.225977323126306473e+00,-1.403910087694260067e+00,-1.323001565188943740e+00
4.229188552095247466e+00,-1.410138971241793548e+00,-1.324739234632746232e+00
4.232399781064187572e+00,-1.416394525142654182e+00,-1.326478951935318396e+00
4.235611010033129453e+00,-1.422676898668220780e+00,-1.328220648825205963e+00
4.238822239002069558e+00,-1.428985984582359592e+00,-1.329964259233063606e+00
4.242033467971011440e+00,-1.435321444516301836e+00,-1.331709731630828397e+00
4.245244696939951545e+00,-1.441682778771279372e+00,-1.333457039380483655e+00
4.248455925908892539e+00,-1.448069430756419251e+00,-1.335206186949377205e+00
4.251667154877833532e+00,-1.454480908213709123e+00,-1.336957210442726307e+00
4.254878383846774526e+00,-1.460916898007989184e+00,-1.338710171919808900e+00
4.258089612815715519e+00,-1.467377350330895114e+00,-1.340465148232569348e+00
4.261300841784656512e+00,-1.473862512625333299e+00,-1.342222216387046974e+00
4.264512070753597506e+00,-1.480372903068261303e+00,-1.343981438367775727e+00
4.267723299722538499e+00,-1.486909226347269630e+00,-1.345742848707923711e+00
4.270934528691479493e+00,-1.493472247894278127e+00,-1.347506447678127994e+00
4.274145757660420486e+00,-1.500062653364972132e+00,-1.349272201829450513e+00
4.277356986629361479e+00,-1.506680925015813299e+00,-1.351040051981496903e+00
4.280568215598302473e+00,-1.513327264006790962e+00,-1.352809926973160604e+00
4.283779444567243466e+00,-1.520001577661627357e+00,-1.354581760036740912e+00
4.286990673536184460e+00,-1.526703535437965220e+00,-1.356355503913956984e+00
4.290201902505125453e+00,-1.533432680453058250e+00,-1.358131141040139767e+00
4.293413131474066446e+00,-1.540188569205954039e+00,-1.359908686277032652e+00
4.296624360443007440e+00,-1.546970904496103527e+00,-1.361688181517062279e+00
4.299835589411948433e+00,-1.553779627758228088e+00,-1.363469683555197598e+00
4.303046818380888539e+00,-1.560614947128530439e+00,-1.365253248386832707e+00
4.306258047349830420e+00,-1.567477294135588561e+00,-1.367038916060343334e+00
4.309469276318771414e+00,-1.574367220721885285e+00,-1.368826700106349215e+00
4.312680505287712407e+00,-1.581285264338219143e+00,-1.370616584381107339e+00
4.315891734256652512e+00,-1.588231817700888060e+00,-1.372408528192552657e+00
4.319102963225593506e+00,-1.595207038888226236e+00,-1.374202478341600697e+00
4.322314192194535387e+00,-1.602210826823162737e+00,-1.375998384813185149e+00
4.325525421163476381e+00,-1.609242869563398237e+00,-1.377796215817478576e+00
4.328736650132416486e+00,-1.616302752916048746e+00,-1.379595968011375184e+00
4.331947879101357479e+00,-1.623390100151592685e+00,-1.381397669007388362e+00
4.335159108070299361e+00,-1.630504704681124739e+00,-1.383201371366920895e+00
4.338370337039239466e+00,-1.637646619056873920e+00,-1.385007139611499571e+00
4.341581566008180459e+00,-1.644816175280289006e+00,-1.386815033725339541e+00
4.344792794977121453e+00,-1.652013930055597823e+00,-1.388625093623450768e+00
4.348004023946063334e+00,-1.659240549210566407e+00,-1.390437328833626474e+00
4.351215252915003440e+00,-1.666496662326982792e+00,-1.392251716239401915e+00
4.354426481883944433e+00,-1.673782726981521307e+00,-1.394068206533848775e+00
4.357637710852885427e+00,-1.681098939515308421e+00,-1.395886737645810616e+00
4.360848939821827308e+00,-1.688445216561706097e+00,-1.397707251483124580e+00
4.364060168790767413e+00,-1.695821252152289293e+00,-1.399529709425843871e+00
4.367271397759708407e+00,-1.703226634467984280e+00,-1.401354102351873632e+00
4.370482626728649400e+00,-1.710660989971392265e+00,-1.403180452491660235e+00
4.373693855697590394e+00,-1.718124115281818520e+00,-1.405008806665805743e+00
4.376905084666531387e+00,-1.725616060765320148e+00,-1.406839222830478686e+00
4.380116313635472380e+00,-1.733137143359132271e+00,-1.408671753680475591e+00
4.383327542604413374e+00,-1.740687885808171576e+00,-1.410506431834233521e+00
4.386538771573353479e+00,-1.748268899744182203e+00,-1.412343260641352849e+00
4.389750000542295361e+00,-1.755880745240063545e+00,-1.414182213057465942e+00
4.392961229511236354e+00,-1.763523805442967607e+00,-1.416023238780828919e+00
4.396172458480177347e+00,-1.771198210083511082e+00,-1.417866277575826617e+00
4.399383687449117453e+00,-1.778903827578532049e+00,-1.419711275054851285e+00
4.402594916418059334e+00,-1.786640326184903316e+00,-1.421558196603958546e+00
4.405806145387000328e+00,-1.794407285717823708e+00,-1.423407035763596173e+00
4.409017374355940433e+00,-1.802204328037323444e+00,-1.425257815012817231e+00
4.412228603324881426e+00,-1.810031230457239682e+00,-1.427110579069592600e+00
4.415439832293823308e+00,-1.817887992369689787e+00,-1.428965382885903468e+00
4.418651061262764301e+00,-1.825774839701538976e+00,-1.430822277899139072e+00
4.421862290231704407e+00,-1.833692170019622703e+00,-1.432681300423203963e+00
4.425073519200645400e+00,-1.841640457837829370e+00,-1.434542465259286192e+00
4.428284748169587282e+00,-1.849620150142004427e+00,-1.436405765940012902e+00
4.431495977138528275e+00,-1.857631583445757739e+00,-1.438271181000308374e+00
4.434707206107468380e+00,-1.865674945663753137e+00,-1.440138683896534877e+00
4.437918435076409374e+00,-1.873750291323438955e+00,-1.442008253192171185e+00
4.441129664045351255e+00,-1.881857601669715274e+00,-1.443879879678484190e+00
4.444340893014291360e+00,-1.889996867186530594e+00,-1.445753568171503467e+00
4.447552121983232354e+00,-1.898168163180281587e+00,-1.447629333486848413e+00
4.450763350952173347e+00,-1.906371691397929613e+00,-1.449507192002893907e+00
4.453974579921114341e+00,-1.914607771482765841e+00,-1.451387151698187550e+00
4.457185808890055334e+00,-1.922876782148831509e+00,-1.453269204137806137e+00
4.460397037858996327e+00,-1.931179068439158542e+00,-1.455153321395344701e+00
4.463608266827937321e+00,-1.939514843317325266e+00,-1.457039459462660780e+00
4.466819495796877426e+00,-1.947884115432249041e+00,-1.458927567731994612e+00
4.470030724765819308e+00,-1.956286668906269899e+00,-1.460817602212476141e+00
4.473241953734760301e+00,-1.964722106943309621e+00,-1.462709538839292334e+00
4.476453182703701295e+00,-1.973189952846333917e+00,-1.464603382951971344e+00
4.479664411672641400e+00,-1.981689784861767833e+00,-1.466499171871707752e+00
4.482875640641583281e+00,-1.990221370125091704e+00,-1.468396969284226028e+00
4.486086869610524275e+00,-1.998784761227028639e+00,-1.470296852353763617e+00
4.489298098579465268e+00,-2.007380327308144530e+00,-1.472198894540485137e+00
4.492509327548405373e+00,-2.016008708032309471e+00,-1.474103148391371798e+00
4.495720556517347255e+00,-2.024670698915880251e+00,-1.476009632747453004e+00
4.498931785486288248e+00,-2.033367094853865353e+00,-1.477918327789295105e+00
4.502143014455229242e+00,-2.042098530271961643e+00,-1.479829179386697335e+00
4.505354243424169347e+00,-2.050865355944603063e+00,-1.481742111843388443e+00
4.508565472393111229e+00,-2.059667583646311417e+00,-1.483657045964581256e+00
4.511776701362052222e+00,-2.068504912763903025e+00,-1.485573917999155613e+00
4.514987930330992327e+00,-2.077376832285741326e+00,-1.487492694781304969e+00
4.518199159299933321e+00,-2.086282772647641615e+00,-1.489413381372766132e+00
4.521410388268875202e+00,-2.095222269675249827e+00,-1.491336019421010572e+00
4.524621617237816196e+00,-2.104195100409600450e+00,-1.493260676791832831e+00
4.527832846206756301e+00,-2.113201358403693053e+00,-1.495187431193445216e+00
4.531044075175697294e+00,-2.122241451905177545e+00,-1.497116351930924960e+00
4.534255304144638288e+00,-2.131316027923660705e+00,-1.499047484267788555e+00
4.537466533113580169e+00,-2.140425843389698102e+00,-1.500980840070404998e+00
4.540677762082520275e+00,-2.149571616828565901e+00,-1.502916396713394054e+00
4.543888991051461268e+00,-2.158753897292685409e+00,-1.504854104096965628e+00
4.547100220020402261e+00,-2.167972981229132401e+00,-1.506793897630989587e+00
4.550311448989343255e+00,-2.177228894462809539e+00,-1.508735713679514312e+00
4.553522677958284248e+00,-2.186521439344518036e+00,-1.510679503551323855e+00
4.556733906927225242e+00,-2.195850290905050795e+00,-1.512625242723673713e+00
4.559945135896166235e+00,-2.205215114665126652e+00,-1.514572933390560205e+00
4.563156364865107228e+00,-2.214615675163293051e+00,-1.516522600230057582e+00
4.566367593834048222e+00,-2.224051908758834184e+00,-1.518474281002390791e+00
4.569578822802989215e+00,-2.233523945207173789e+00,-1.520428014786287418e+00
4.572790051771929321e+00,-2.243032076681848341e+00,-1.522383831060952541e+00
4.576001280740871202e+00,-2.252576686479137891e+00,-1.524341742392680610e+00
4.579212509709812196e+00,-2.262158159138769165e+00,-1.526301742359550184e+00
4.582423738678753189e+00,-2.271776796973273171e+00,-1.528263808879942509e+00
4.585634967647693294e+00,-2.281432764606404096e+00,-1.530227911702205734e+00
4.588846196616635176e+00,-2.291126074415394509e+00,-1.532194021822228969e+00
4.592057425585576169e+00,-2.300856614371532771e+00,-1.534162120247984706e+00
4.595268654554517163e+00,-2.310624208805137414e+00,-1.536132203867808910e+00
4.598479883523457268e+00,-2.320428694865316555e+00,-1.538104287064193443e+00
4.601691112492398261e+00,-2.330269994639462272e+00,-1.540078398878580002e+00
4.604902341461340143e+00,-2.340148165363414634e+00,-1.542054576655658371e+00
4.608113570430280248e+00,-2.350063416825603380e+00,-1.544032857895506705e+00
4.611324799399221241e+00,-2.360016093889216293e+00,-1.546013272343417233e+00
4.614536028368162235e+00,-2.370006630596189545e+00,-1.547995836119368862e+00
4.617747257337104116e+00,-2.380035488443072111e+00,-1.549980549040063105e+00
4.620958486306044222e+00,-2.390103093828002567e+00,-1.551967395422842344e+00
4.624169715274985215e+00,-2.400209788150684975e+00,-1.553956347824095863e+00
4.627380944243926209e+00,-2.410355799435845547e+00,-1.555947372563829534e+00
4.630592173212868090e+00,-2.420541238197292166e+00,-1.557940435647457100e+00
4.633803402181808195e+00,-2.430766114344581119e+00,-1.559935507830569446e+00
4.637014631150749189e+00,-2.441030367764101427e+00,-1.561932567995663934e+00
4.640225860119690182e+00,-2.451333903629243416e+00,-1.563931604567156741e+00
4.643437089088632064e+00,-2.461676624537157299e+00,-1.565932615210516632e+00
4.646648318057572169e+00,-2.472058454515499104e+00,-1.567935605403631527e+00
4.649859547026513162e+00,-2.482479353614188700e+00,-1.569940586563304930e+00
4.653070775995454156e+00,-2.492939324944460466e+00,-1.571947574269529246e+00
4.656282004964395149e+00,-2.503438417708999886e+00,-1.573956586838860749e+00
4.659493233933336143e+00,-2.513976729608250693e+00,-1.575967644179633975e+00
4.662704462902277136e+00,-2.524554410281147909e+00,-1.577980766638416243e+00
4.665915691871218129e+00,-2.535171664938660641e+00,-1.579995973501531203e+00
4.669126920840158235e+00,-2.545828755119436515e+00,-1.582013280964919666e+00
4.672338149809100116e+00,-2.556525992490646715e+00,-1.584032699678001643e+00
4.675549378778041110e+00,-2.567263722380292990e+00,-1.586054232297298361e+00
4.678760607746981215e+00,-2.578042296218833851e+00,-1.588077871728427182e+00
4.681971836715922208e+00,-2.588862035644993398e+00,-1.590103600784942728e+00
4.685183065684864090e+00,-2.599723194621230249e+00,-1.592131393797711514e+00
4.688394294653805083e+00,-2.610625928311726796e+00,-1.594161220291045122e+00
4.691605523622745189e+00,-2.621570277733871190e+00,-1.596193050296352167e+00
4.694816752591686182e+00,-2.632556176876926557e+00,-1.598226860345535849e+00
4.698027981560628064e+00,-2.643583484373597248e+00,-1.600262638832012030e+00
4.701239210529569057e+00,-2.654652035890208595e+00,-1.602300389372439238e+00
4.704450439498509162e+00,-2.665761707627310351e+00,-1.604340131102254929e+00
4.707661668467450156e+00,-2.676912477272916036e+00,-1.606381895456445941e+00
4.710872897436392037e+00,-2.688104467701629474e+00,-1.608425719796963138e+00
4.714084126405332142e+00,-2.699337961268106323e+00,-1.610471639059320559e+00
4.717295355374273136e+00,-2.710613378416010910e+00,-1.612519677194109935e+00
4.720506584343214129e+00,-2.721931222333648925e+00,-1.614569840400198242e+00
4.723717813312156011e+00,-2.733291999701808805e+00,-1.616622113894839341e+00
4.726929042281096116e+00,-2.744696134133298049e+00,-1.618676463264829612e+00
4.730140271250037109e+00,-2.756143891919687228e+00,-1.620732840431871713e+00
4.733351500218978103e+00,-2.767635338167286907e+00,-1.622791193172927970e+00
4.736562729187919096e+00,-2.779170335388305713e+00,-1.624851476227822333e+00
4.739773958156860090e+00,-2.790748587316246976e+00,-1.626913661537853883e+00
4.742985187125801083e+00,-2.802369720238409023e+00,-1.628977745235918428e+00
4.746196416094742077e+00,-2.814033385001123655e+00,-1.631043749661983622e+00
4.749407645063682182e+00,-2.825739357362622162e+00,-1.633111719774877679e+00
4.752618874032624063e+00,-2.837487614055289598e+00,-1.635181714621010585e+00
4.755830103001565057e+00,-2.849278367052594962e+00,-1.637253795691927527e+00
4.759041331970506050e+00,-2.861112048030741040e+00,-1.639328014761329610e+00
4.762252560939446155e+00,-2.872989246639612304e+00,-1.641404403937789969e+00
4.765463789908388037e+00,-2.884910617104174513e+00,-1.643482970150286659e+00
4.768675018877329030e+00,-2.896876775113834235e+00,-1.645563695216591293e+00
4.771886247846270024e+00,-2.908888208989425905e+00,-1.647646541290143318e+00
4.775097476815210129e+00,-2.920945225161606817e+00,-1.649731460180360543e+00
4.778308705784152011e+00,-2.933047939011132144e+00,-1.651818404128666096e+00
4.781519934753093004e+00,-2.945196310407709905e+00,-1.653907335336721962e+00
4.784731163722033109e+00,-2.957390211895612353e+00,-1.655998231961744560e+00
4.787942392690974103e+00,-2.969629509426907621e+00,-1.658091089307342392e+00
4.791153621659915984e+00,-2.981914132999619049e+00,-1.660185916276603280e+00
4.794364850628856978e+00,-2.994244118220315443e+00,-1.662282728454876901e+00
4.797576079597797083e+00,-3.006619608693133383e+00,-1.664381540095456691e+00
4.800787308566738076e+00,-3.019040820800196201e+00,-1.666482357538294323e+00
4.803998537535679070e+00,-3.031507983625894465e+00,-1.668585176122113989e+00
4.807209766504620951e+00,-3.044021274305759306e+00,-1.670689981578330485e+00
4.810420995473561057e+00,-3.056580770729554253e+00,-1.672796755518061840e+00
4.813632224442502050e+00,-3.069186438693783714e+00,-1.674905483332141953e+00
4.816843453411443043e+00,-3.081838160508070690e+00,-1.677016161995362520e+00
4.820054682380384037e+00,-3.094535799481252347e+00,-1.679128805156282045e+00
4.823265911349325030e+00,-3.107279283217938115e+00,-1.681243443561213580e+00
4.826477140318266024e+00,-3.120068681633969110e+00,-1.683360120143415628e+00
4.829688369287207017e+00,-3.132904255286028228e+00,-1.685478880661350320e+00
4.832899598256148010e+00,-3.145786456414379373e+00,-1.687599762157574235e+00
4.836110827225089004e+00,-3.158715877413930784e+00,-1.689722782325762562e+00
4.839322056194029997e+00,-3.171693156039609551e+00,-1.691847932856148429e+00
4.842533285162970103e+00,-3.184718859498117283e+00,-1.693975178942509929e+00
4.845744514131911984e+00,-3.197793376982703162e+00,-1.696104465583121446e+00
4.848955743100852978e+00,-3.210916849842435639e+00,-1.698235729494579793e+00
4.852166972069793971e+00,-3.224089160185346969e+00,-1.700368913871139753e+00
4.855378201038734076e+00,-3.237309984249676642e+00,-1.702503982309073960e+00
4.858589430007675958e+00,-3.250578900037060404e+00,-1.704640928252771026e+00
4.861800658976616951e+00,-3.263895523961925171e+00,-1.706779777333103265e+00
4.865011887945557945e+00,-3.277259642679268392e+00,-1.708920581720290155e+00
4.868223116914498050e+00,-3.290671306308913024e+00,-1.711063407657158253e+00
4.871434345883439043e+00,-3.304130858210855948e+00,-1.713208319137779378e+00
4.874645574852380925e+00,-3.317638892134946449e+00,-1.715355361767297637e+00
4.877856803821321918e+00,-3.331196145974514966e+00,-1.717504550882825942e+00
4.881068032790262023e+00,-3.344803357703081570e+00,-1.719655867002573002e+00
4.884279261759203017e+00,-3.358461119051987964e+00,-1.721809259851491358e+00
4.887490490728144898e+00,-3.372169763424243794e+00,-1.723964660053376008e+00
4.890701719697085004e+00,-3.385929316134330680e+00,-1.726121995640953255e+00
4.893912948666025997e+00,-3.399739519472895211e+00,-1.728281209320299716e+00
4.897124177634966991e+00,-3.413599926361766457e+00,-1.730442272247012081e+00
4.900335406603908872e+00,-3.427510039335738057e+00,-1.732605190969045639e+00
4.903546635572848977e+00,-3.441469460625542709e+00,-1.734770005923834013e+00
4.906757864541789971e+00,-3.455478016949270703e+00,-1.736936781988777989e+00
4.909969093510730964e+00,-3.469535829639424751e+00,-1.739105593526724114e+00
4.913180322479672846e+00,-3.483643314935192414e+00,-1.741276507648774174e+00
4.916391551448612951e+00,-3.497801116826908974e+00,-1.743449569726676973e+00
4.919602780417553944e+00,-3.512009991161757938e+00,-1.745624794478520370e+00
4.922814009386494938e+00,-3.526270670685505593e+00,-1.747802164443353234e+00
4.926025238355435931e+00,-3.540583743731056554e+00,-1.749981635771748367e+00
4.929236467324376925e+00,-3.554949573972455035e+00,-1.752163149491227756e+00
4.932447696293317918e+00,-3.569368276838138510e+00,-1.754346645204341915e+00
4.935658925262258911e+00,-3.583839753237074710e+00,-1.756532073818528161e+00
4.938870154231199017e+00,-3.598363767244338707e+00,-1.758719406429707366e+00
4.942081383200140898e+00,-3.612940044883337087e+00,-1.760908637689778011e+00
4.945292612169081892e+00,-3.627568368275428501e+00,-1.763099783516295815e+00
4.948503841138021997e+00,-3.642248643432898891e+00,-1.765292874424124081e+00
4.951715070106962990e+00,-3.656980929211477438e+00,-1.767487946705908586e+00
4.954926299075904872e+00,-3.671765426477678229e+00,-1.769685033949066177e+00
4.958137528044845865e+00,-3.686602437042916680e+00,-1.771884160943798081e+00
4.961348757013785971e+00,-3.701492308580922153e+00,-1.774085341094743251e+00
4.964559985982726964e+00,-3.716435383087084432e+00,-1.776288577311075700e+00
4.967771214951668846e+00,-3.731431962597646645e+00,-1.778493865359313197e+00
4.970982443920609839e+00,-3.746482298483737594e+00,-1.780701198092878412e+00
4.974193672889549944e+00,-3.761586602200562179e+00,-1.782910568951485919e+00
4.977404901858490938e+00,-3.776745068547184836e+00,-1.785121973608291501e+00
4.980616130827432819e+00,-3.791957899245741004e+00,-1.787335409441883627e+00
4.983827359796372924e+00,-3.807225315732866378e+00,-1.789550873349557758e+00
4.987038588765313918e+00,-3.822547554850899587e+00,-1.791768359028321767e+00
4.990249817734254911e+00,-3.837924847902977277e+00,-1.793987855046299096e+00
4.993461046703196793e+00,-3.853357390030547336e+00,-1.796209344761910964e+00
4.996672275672136898e+00,-3.868845310995296494e+00,-1.798432808518573234e+00
4.999883504641077892e+00,-3.884388658911191783e+00,-1.800658227755522089e+00
5.003094733610018885e+00,-3.899987405144956121e+00,-1.802885589980737224e+00
5.006305962578959878e+00,-3.915641472512389143e+00,-1.805114893166469114e+00
5.009517191547900872e+00,-3.931350781885389889e+00,-1.807346148171392386e+00
5.012728420516841865e+00,-3.947115306477643859e+00,-1.809579378256490623e+00
5.015939649485782859e+00,-3.962935120110575138e+00,-1.811814615512518767e+00
5.019150878454722964e+00,-3.978810426533457623e+00,-1.814051894842955148e+00
5.022362107423664845e+00,-3.994741561169445898e+00,-1.816291246818325211e+00
5.025573336392605839e+00,-4.010728963298493710e+00,-1.818532691054560946e+00
5.028784565361546832e+00,-4.026773123884209049e+00,-1.820776231684822166e+00
5.031995794330486937e+00,-4.042874520137480054e+00,-1.823021856021267872e+00
5.035207023299428819e+00,-4.059033551044440635e+00,-1.825269536771103374e+00
5.038418252268369812e+00,-4.075250487808878219e+00,-1.827519237369628957e+00
5.041629481237310806e+00,-4.091525449706062467e+00,-1.829770919316898503e+00
5.044840710206250911e+00,-4.107858410209469291e+00,-1.832024550003492624e+00
5.048051939175192793e+00,-4.124249231861995213e+00,-1.834280109455667107e+00
5.051263168144133786e+00,-4.140697722676824455e+00,-1.836537594704057419e+00
5.054474397113073891e+00,-4.157203703000527995e+00,-1.838797020994364706e+00
5.057685626082014885e+00,-4.173767070335197893e+00,-1.841058419683737846e+00
5.060896855050956766e+00,-4.190387850589756269e+00,-1.843321833269648602e+00
5.064108084019897760e+00,-4.207066227131564418e+00,-1.845587308472708576e+00
5.067319312988837865e+00,-4.223802543092905815e+00,-1.847854888578172705e+00
5.070530541957778858e+00,-4.240597276862208886e+00,-1.850124606314904607e+00
5.073741770926719852e+00,-4.257450994885133788e+00,-1.852396478431904914e+00
5.076952999895661733e+00,-4.274364289325286670e+00,-1.854670502856826442e+00
5.080164228864601839e+00,-4.291337710464257604e+00,-1.856946658930555660e+00
5.083375457833542832e+00,-4.308371704736298824e+00,-1.859224910750483239e+00
5.086586686802483825e+00,-4.325466568832512237e+00,-1.861505213169171835e+00
5.089797915771424819e+00,-4.342622428279671709e+00,-1.863787519540368365e+00
5.093009144740365812e+00,-4.359839245345949799e+00,-1.866071789948233084e+00
5.096220373709306806e+00,-4.377116856342448514e+00,-1.868357998472677028e+00
5.099431602678247799e+00,-4.394455032995757016e+00,-1.870646138099965938e+00
5.102642831647188792e+00,-4.411853557500908352e+00,-1.872936222218578806e+00
5.105854060616129786e+00,-4.429312297250052488e+00,-1.875228282227745513e+00
5.109065289585070779e+00,-4.446831264121414051e+00,-1.877522361545878260e+00
5.112276518554011773e+00,-4.464410645269910383e+00,-1.879818507092756885e+00
5.115487747522952766e+00,-4.482050797577275425e+00,-1.882116759951686369e+00
5.118698976491893760e+00,-4.499752205476271527e+00,-1.884417147222632316e+00
5.121910205460834753e+00,-4.517515410204414827e+00,-1.886719676938852785e+00
5.125121434429774858e+00,-4.535340925686124791e+00,-1.889024337321544955e+00
5.128332663398716740e+00,-4.553229160271696330e+00,-1.891331100692143385e+00
5.131543892367657733e+00,-4.571180363161449378e+00,-1.893639931258609410e+00
5.134755121336598727e+00,-4.589194609239772404e+00,-1.895950795009681222e+00
5.137966350305538832e+00,-4.607271827186130153e+00,-1.898263669351778482e+00
5.141177579274479825e+00,-4.625411865149391843e+00,-1.900578550088923846e+00
5.144388808243421707e+00,-4.643614578613085797e+00,-1.902895453921291447e+00
5.147600037212362700e+00,-4.661879918918504728e+00,-1.905214415707018993e+00
5.150811266181302805e+00,-4.680208000045223748e+00,-1.907535481039392744e+00
5.154022495150243799e+00,-4.698599126141606241e+00,-1.909858695904134152e+00
5.157233724119185680e+00,-4.717053771891056790e+00,-1.912184095975340892e+00
5.160444953088125786e+00,-4.735572519717965889e+00,-1.914511698259186989e+00
5.163656182057066779e+00,-4.754155968990845693e+00,-1.916841497242647296e+00
5.166867411026007773e+00,-4.772804639789193004e+00,-1.919173466579454423e+00
5.170078639994949654e+00,-4.791518895420661117e+00,-1.921507565934920336e+00
5.173289868963889759e+00,-4.810298903188480857e+00,-1.923843751286368864e+00
5.176501097932830753e+00,-4.829144643101277445e+00,-1.926181986090834686e+00
5.179712326901771746e+00,-4.848055961879794040e+00,-1.928522250524828063e+00
5.182923555870713628e+00,-4.867032658045870264e+00,-1.930864546527940595e+00
5.186134784839653733e+00,-4.886074576173518480e+00,-1.933208897498218004e+00
5.189346013808594726e+00,-4.905181686572071875e+00,-1.935555342887216312e+00
5.192557242777535720e+00,-4.924354131158802161e+00,-1.937903929245356149e+00
5.195768471746476713e+00,-4.943592225726159306e+00,-1.940254700123480891e+00
5.198979700715417707e+00,-4.962896420532392661e+00,-1.942607687423403062e+00
5.202190929684358700e+00,-4.982267231880114444e+00,-1.944962906277530212e+00
5.205402158653299693e+00,-5.001705164186222241e+00,-1.947320354489978200e+00
5.208613387622239799e+00,-5.021210643254371497e+00,-1.949680016299012220e+00
5.211824616591181680e+00,-5.040783976948159939e+00,-1.952041869086796222e+00
5.215035845560122674e+00,-5.060425350769676811e+00,-1.954405890978546889e+00
5.218247074529063667e+00,-5.080134855653145820e+00,-1.956772067209455734e+00
5.221458303498003772e+00,-5.099912536588753653e+00,-1.959140393677981873e+00
5.224669532466945654e+00,-5.119758445929095458e+00,-1.961510877056133806e+00
5.227880761435886647e+00,-5.139672685557060916e+00,-1.963883531886275291e+00
5.231091990404826753e+00,-5.159655427090198643e+00,-1.966258375937286917e+00
5.234303219373767746e+00,-5.179706907147560102e+00,-1.968635425478814982e+00
5.237514448342709628e+00,-5.199827402804020338e+00,-1.971014691971312072e+00
5.240725677311650621e+00,-5.220017198141886361e+00,-1.973396181046834563e+00
5.243936906280590726e+00,-5.240276554564070821e+00,-1.975779893799047615e+00
5.247148135249531720e+00,-5.260605694909878061e+00,-1.978165829604428216e+00
5.250359364218473601e+00,-5.281004805511527955e+00,-1.980553989224092204e+00
5.253570593187414595e+00,-5.301474053304747969e+00,-1.982944376935172004e+00
5.256781822156354700e+00,-5.322013609450268135e+00,-1.985337000897742676e+00
5.259993051125295693e+00,-5.342623668625805067e+00,-1.987731871706815312e+00
5.263204280094237575e+00,-5.363304455032704254e+00,-1.990128999838499224e+00
5.266415509063177680e+00,-5.384056211592086250e+00,-1.992528393196475012e+00
5.269626738032118674e+00,-5.404879175880996200e+00,-1.994930056007138575e+00
5.272837967001059667e+00,-5.425773552529852495e+00,-1.997333989861521664e+00
5.276049195970000660e+00,-5.446739494720089780e+00,-1.999740196894456812e+00
5.279260424938941654e+00,-5.467777105752351652e+00,-2.002148684195533157e+00
5.282471653907882647e+00,-5.488886465586802821e+00,-2.004559467880455692e+00
5.285682882876823641e+00,-5.510067678519606105e+00,-2.006972575077759835e+00
5.288894111845763746e+00,-5.531320929543110054e+00,-2.009388042518914563e+00
5.292105340814705627e+00,-5.552646531434293209e+00,-2.011805911378544032e+00
5.295316569783646621e+00,-5.574044944445207150e+00,-2.014226219231304960e+00
5.298527798752587614e+00,-5.595516756299284467e+00,-2.016648991098556554e+00
5.301739027721527719e+00,-5.617062620811770657e+00,-2.019074232179356443e+00
5.304950256690469601e+00,-5.638683166000677538e+00,-2.021501924745398693e+00
5.308161485659410594e+00,-5.660378893326512895e+00,-2.023932030786575353e+00
5.311372714628351588e+00,-5.682150095216639052e+00,-2.026364500517612299e+00
5.314583943597291693e+00,-5.703996816132769432e+00,-2.028799285185442169e+00
5.317795172566233575e+00,-5.725918873025864997e+00,-2.031236351228775661e+00
5.321006401535174568e+00,-5.747915936209596843e+00,-2.033675692163896542e+00
5.324217630504114673e+00,-5.769987655315382824e+00,-2.036117334853618566e+00
5.327428859473055667e+00,-5.792133801603779553e+00,-2.038561338046790183e+00
5.330640088441997548e+00,-5.814354391444008563e+00,-2.041007782969196160e+00
5.333851317410938542e+00,-5.836649758423230416e+00,-2.043456757815615532e+00
5.337062546379878647e+00,-5.859020553040567236e+00,-2.045908339677772414e+00
5.340273775348819640e+00,-5.881467666532249616e+00,-2.048362578268413614e+00
5.343485004317760634e+00,-5.903992094536036461e+00,-2.050819485513635243e+00
5.346696233286702515e+00,-5.926594771944837525e+00,-2.053279033728155234e+00
5.349907462255642621e+00,-5.949276418177040782e+00,-2.055741162998886207e+00
5.353118691224583614e+00,-5.972037429997776314e+00,-2.058205796122823728e+00
5.356329920193524607e+00,-5.994877847428607964e+00,-2.060672857574695982e+00
5.359541149162466489e+00,-6.017797400211262193e+00,-2.063142292009631618e+00
5.362752378131406594e+00,-6.040795622507818763e+00,-2.065614077984864405e+00
5.365963607100347588e+00,-6.063872007209697657e+00,-2.068088233851284929e+00
5.369174836069288581e+00,-6.087026162576666621e+00,-2.070564814768672601e+00
5.372386065038229574e+00,-6.110257934985753536e+00,-2.073043901995761384e+00
5.375597294007170568e+00,-6.133567471734701293e+00,-2.075525587417473172e+00
