Frequency (GHz), G_r Theta Pol: Theta=90.0 & Phi=0.0 (dB), G_r Theta Pol: Theta=90.0 & Phi=0.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=90.0 & Phi=0.0 (dB), G_r Phi Pol: Theta=90.0 & Phi=0.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Theta Pol: Theta=90.0 & Phi=180.0 (dB), G_r Theta Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=90.0 & Phi=180.0 (dB), G_r Phi Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Theta Pol: Theta=45.0 & Phi=0.0 (dB), G_r Theta Pol: Theta=45.0 & Phi=0.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=45.0 & Phi=0.0 (dB), G_r Phi Pol: Theta=45.0 & Phi=0.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location)
3.031400146680268470e+00,-1.379502162399116827e+01,-2.036807531401033877e+00,-2.057243914461304826e+02,-1.451951190474834563e+00,-1.379486902866124964e+01,-2.036817101154980048e+00,-1.603370943525066536e+02,-2.140439550197274166e+00,-1.703631779018433789e+01,-2.021179872474322181e+00,-1.800754512879636877e+02,9.856178812720385596e-02
3.034611375649209020e+00,-1.377290830943096012e+01,-2.037596105628223242e+00,-2.042478357628741321e+02,-1.384155229597943793e+00,-1.377275676155156781e+01,-2.037605829638196475e+00,-1.602929946457292942e+02,-2.152210615816129380e+00,-1.701449556330248214e+01,-2.021936342946484721e+00,-1.794052182293513908e+02,4.091157583474307191e-02
3.037822604618150013e+00,-1.375081242949032756e+01,-2.038385601361597743e+00,-2.029104679334250250e+02,-1.413784800671931352e+00,-1.375066193750060073e+01,-2.038395477937989142e+00,-1.602569547311449298e+02,-2.164935078996264473e+00,-1.699269067887900420e+01,-2.022693791849853540e+00,-1.790586315820561936e+02,-4.199823143499712558e-02
3.041033833587091006e+00,-1.372873390220837209e+01,-2.039176021155467033e+00,-2.019822075543527546e+02,-1.500338605984423923e+00,-1.372858447397430304e+01,-2.039186048811486351e+00,-1.602320567157672997e+02,-2.177983091617750055e+00,-1.697090302218443369e+01,-2.023452223794981908e+00,-1.790677947805802717e+02,-1.324749997888037545e-01
3.044245062556032000e+00,-1.370667263633833954e+01,-2.039967369507169170e+00,-2.015184651839057324e+02,-1.614106259917062580e+00,-1.370652428020731683e+01,-2.039977546951122100e+00,-1.602180886841310894e+02,-2.190635407750355590e+00,-1.694913248318914611e+01,-2.024211647573608275e+00,-1.794312310317864103e+02,-2.140562921508577521e-01
3.047456291524972993e+00,-1.368462854199666268e+01,-2.040759653826111908e+00,-2.015209259314656549e+02,-1.734380440081807917e+00,-1.368448126764879369e+01,-2.040769979889938579e+00,-1.602116190696289095e+02,-2.202290344627541696e+00,-1.692737897545641701e+01,-2.024972075915853154e+00,-1.801124987809885738e+02,-2.689155174825655914e-01
3.050667520493913987e+00,-1.366260154593133436e+01,-2.041552884532556345e+00,-2.019833787801377980e+02,-1.843071136352195882e+00,-1.366245536476341371e+01,-2.041563358059190758e+00,-1.602069681353308113e+02,-2.212640006225394362e+00,-1.690564245272913624e+01,-2.025733524060617796e+00,-1.810007297941043589e+02,-2.767755192455597646e-01
3.053878749462854980e+00,-1.364059160636548818e+01,-2.042347074079415403e+00,-2.028856187953366543e+02,-1.918857415637595931e+00,-1.364044653128985729e+01,-2.042357693804258911e+00,-1.601978606547473873e+02,-2.221767082510663460e+00,-1.688392291778749765e+01,-2.026496007408598921e+00,-1.818370709848879301e+02,-2.211815774086691722e-01
3.057089978431795974e+00,-1.361859872205304001e+01,-2.043142235045567467e+00,-2.041316924192711895e+02,-1.931974073914232148e+00,-1.361845476677628142e+01,-2.043152999509038281e+00,-1.601793290524383337e+02,-2.230127167617072192e+00,-1.686222042010642497e+01,-2.027259538830784358e+00,-1.822162735616723523e+02,-1.114250147736649266e-01
3.060301207400736967e+00,-1.359662293160207014e+01,-2.043938377774120241e+00,-2.053813089429451111e+02,-1.847949685795242658e+00,-1.359648010960996523e+01,-2.043949285292434581e+00,-1.601492754380717543e+02,-2.238412411193731355e+00,-1.684053504193259698e+01,-2.028024126346974931e+00,-1.818899898113831171e+02,1.234457360618171178e-03
3.063512436369677960e+00,-1.357466430188512696e+01,-2.044735508219856168e+00,-2.059092224824131279e+02,-1.671126484525088163e+00,-1.357452262545074895e+01,-2.044746556922955261e+00,-1.601091375300940172e+02,-2.247335575706621569e+00,-1.681886687572225014e+01,-2.028789771822310684e+00,-1.810704302733824420e+02,6.280455359238273916e-02
3.066723665338618954e+00,-1.355272290764382781e+01,-2.045533626662162874e+00,-2.052459283367050489e+02,-1.498645492443300142e+00,-1.355258238716735519e+01,-2.045544814586774951e+00,-1.600634061114601252e+02,-2.257407842155889188e+00,-1.679721599844453905e+01,-2.029556471070730783e+00,-1.801660931293760655e+02,6.030379532633734635e-02
3.069934894307559947e+00,-1.353079880720478734e+01,-2.046332727728507273e+00,-2.039228840475209097e+02,-1.421532124597096658e+00,-1.353065945108885515e+01,-2.046344052937223434e+00,-1.600181842898704758e+02,-2.268786418710214914e+00,-1.677558244928775721e+01,-2.030324215376120289e+00,-1.794519415304694121e+02,9.000076143286793104e-03
3.073146123276500497e+00,-1.350889202067245520e+01,-2.047132801817154402e+00,-2.026411190382945620e+02,-1.438200358857361749e+00,-1.350875383576967614e+01,-2.047144262506424006e+00,-1.599793147986312079e+02,-2.281237170500356903e+00,-1.675396621648308226e+01,-2.031092994054207068e+00,-1.790486598271499759e+02,-7.073582151324028788e-02
3.076357352245441934e+00,-1.348700251656995874e+01,-2.047933837610383279e+00,-2.017104836249226310e+02,-1.513647389044072034e+00,-1.348686550906085202e+01,-2.047945432173927216e+00,-1.599506759741200597e+02,-2.294213777995620873e+00,-1.673236723650602187e+01,-2.031862797394280218e+00,-1.789967085896902290e+02,-1.608682498524164617e-01
3.079568581214382483e+00,-1.346513021072809302e+01,-2.048735825050017390e+00,-2.012125920279980562e+02,-1.618770058304720427e+00,-1.346499438715442132e+01,-2.048747552078172163e+00,-1.599331032025080788e+02,-2.307021442613329754e+00,-1.671078540553721936e+01,-2.032633619222649735e+00,-1.792994928849933274e+02,-2.449668215737426935e-01
3.082779810183323921e+00,-1.344327497788814263e+01,-2.049538758003152772e+00,-2.011587365515304668e+02,-1.732635621019090078e+00,-1.344314034601936036e+01,-2.049550616218671628e+00,-1.599241743591714169e+02,-2.319017589863245909e+00,-1.668922059974370598e+01,-2.033405458447465897e+00,-1.799280515973543402e+02,-3.056745932332856630e-01
3.085991039152264470e+00,-1.342143667295852261e+01,-2.050342635923680934e+00,-2.015435131888379487e+02,-1.837329376186044527e+00,-1.342130324222230264e+01,-2.050354624074280263e+00,-1.599188970452427725e+02,-2.329798351407137424e+00,-1.666767269864291023e+01,-2.034178319241748412e+00,-1.807888993818296797e+02,-3.231557963206956319e-01
3.089202268121205464e+00,-1.339961515619412680e+01,-2.051147464094108752e+00,-2.023443979765789322e+02,-1.912759248312288829e+00,-1.339948293753869102e+01,-2.051159580835446583e+00,-1.599111471820162365e+02,-2.339321467940764343e+00,-1.664614160519319341e+01,-2.034952209909855370e+00,-1.816546353306036394e+02,-2.794408373009413804e-01
3.092413497090146457e+00,-1.337781031554808564e+01,-2.051953252431190755e+00,-2.034714652517528748e+02,-1.932312228470885573e+00,-1.337767932078131849e+01,-2.051965496236778819e+00,-1.598955021864071000e+02,-2.347925872270497649e+00,-1.662462725747310799e+01,-2.035727140847484407e+00,-1.821373647501827122e+02,-1.774474201285264063e-01
3.095624726059087450e+00,-1.335602208038326744e+01,-2.052760013239913750e+00,-2.046338251419940661e+02,-1.865904202892576969e+00,-1.335589232119634673e+01,-2.052772382365957160e+00,-1.598689276777460861e+02,-2.356232962565331768e+00,-1.660312962947564941e+01,-2.036503122239942343e+00,-1.819329487996830608e+02,-6.180627811957808970e-02
3.098835955028028444e+00,-1.333425042334248012e+01,-2.053567758584641911e+00,-2.052204804596458416e+02,-1.713155624728846194e+00,-1.333412191032301131e+01,-2.053580251100584064e+00,-1.598317412476675941e+02,-2.364954340938213218e+00,-1.658164872183754923e+01,-2.037280162181160037e+00,-1.811755441922824161e+02,1.009036423781601265e-02
3.102047183996969437e+00,-1.331249535067316181e+01,-2.054376498029861331e+00,-2.047555152657785698e+02,-1.550593905000379191e+00,-1.331236809261486798e+01,-2.054389111904925791e+00,-1.597874939858874370e+02,-2.374669251648361623e+00,-1.656018454625021619e+01,-2.038058265730025909e+00,-1.802671873315929645e+02,1.783896337261603807e-02
3.105258412965910431e+00,-1.329075688463026772e+01,-2.055186237363273438e+00,-2.035924020022788739e+02,-1.465680125156635372e+00,-1.329063088835273199e+01,-2.055198970581909812e+00,-1.597418193030787563e+02,-2.385648474497681804e+00,-1.653873710898850291e+01,-2.038837435105660845e+00,-1.795122510813743588e+02,-2.638960306336644510e-02
3.108469641934850980e+00,-1.326903504374427278e+01,-2.055996978595849178e+00,-2.023753477815401709e+02,-1.469552627203205786e+00,-1.326891031447669889e+01,-2.056009829266099764e+00,-1.597006796287676025e+02,-2.397780524644887112e+00,-1.651730639896220509e+01,-2.039617670858386411e+00,-1.790527040872922555e+02,-1.023739067348177628e-01
3.111680870903792417e+00,-1.324732982710314211e+01,-2.056808721135912954e+00,-2.014472029610858499e+02,-1.533597655265547033e+00,-1.324720636931033546e+01,-2.056821687557078171e+00,-1.596685988369574432e+02,-2.410614998999085046e+00,-1.649589238399173396e+01,-2.040398973551231343e+00,-1.789389321052988748e+02,-1.917068866170199559e-01
3.114892099872732967e+00,-1.322564120728033465e+01,-2.057621463679676133e+00,-2.009172070497725144e+02,-1.629811048416030417e+00,-1.322551902567203186e+01,-2.057634544348445171e+00,-1.596473843027815747e+02,-2.423500608656695032e+00,-1.647449501619646028e+01,-2.041181345339809550e+00,-1.791796103244784604e+02,-2.779102261312307864e-01
3.118103328841674404e+00,-1.320396913364312930e+01,-2.058435206156755903e+00,-2.008082745648587206e+02,-1.737158150954332569e+00,-1.320384823405168540e+01,-2.058448399710208321e+00,-1.596356404809017135e+02,-2.435774758677444751e+00,-1.645311424435845638e+01,-2.041964790889275516e+00,-1.797526206020319250e+02,-3.440345009013796584e-01
3.121314557810614954e+00,-1.318231354441694592e+01,-2.059249951076344232e+00,-2.011175317795494379e+02,-1.837883012677541616e+00,-1.318219393427081165e+01,-2.059263256189886704e+00,-1.596291706216391901e+02,-2.446954944157593737e+00,-1.643175002884069258e+01,-2.042749317296622014e+00,-1.805800280119966317e+02,-3.707591968281710448e-01
3.124525786779556391e+00,-1.316067438311324267e+01,-2.060065703831809536e+00,-2.018219631069889886e+02,-1.912966033209646310e+00,-1.316055607136039818e+01,-2.060079119104052836e+00,-1.596221774518172083e+02,-2.456882552339280323e+00,-1.641040235380889811e+01,-2.043534933019996558e+00,-1.814645312231746459e+02,-3.391071357447366652e-01
3.127737015748496940e+00,-1.313905161360662888e+01,-2.060882471868887400e+00,-2.028386162681320002e+02,-1.938441280047533022e+00,-1.313893461011398855e+01,-2.060895995729414398e+00,-1.596089772728046796e+02,-2.465776211315558353e+00,-1.638907123238035979e+01,-2.044321646146982197e+00,-1.820425444755892954e+02,-2.463671356499709253e-01
3.130948244717438378e+00,-1.311744522866381857e+01,-2.061700262993896970e+00,-2.039187824402559954e+02,-1.887764262021038864e+00,-1.311732954328160794e+01,-2.061713893662603603e+00,-1.595857471119797424e+02,-2.474170996501824593e+00,-1.636775670261058835e+01,-2.045109462555528612e+00,-1.819668119560172670e+02,-1.295979132876545759e-01
3.134159473686378927e+00,-1.309585524889265429e+01,-2.062519083376003870e+00,-2.045467513093480534e+02,-1.757083496331033112e+00,-1.309574089047626444e+01,-2.062532818886521735e+00,-1.595517328658523297e+02,-2.482754843204004747e+00,-1.634645881519193722e+01,-2.045898384563835215e+00,-1.812863889010351670e+02,-4.780693871562495534e-02
3.137370702655320365e+00,-1.307428171218401047e+01,-2.063338935894618587e+00,-2.042576391273335901e+02,-1.605717366056666151e+00,-1.307416868787795394e+01,-2.063352774174350923e+00,-1.595094789033595077e+02,-2.492153488532843575e+00,-1.632517761642384357e+01,-2.046688410515587808e+00,-1.803837359532907954e+02,-2.918533219973093798e-02
3.140581931624260914e+00,-1.305272465676289251e+01,-2.064159819371188753e+00,-2.032552089020401525e+02,-1.515082983590496424e+00,-1.305261297176868496e+01,-2.064173758352885191e+00,-1.594639946799115933e+02,-2.502737774061694953e+00,-1.630391313155833899e+01,-2.047479535452767507e+00,-1.795916408736314622e+02,-6.557183193011546785e-02
3.143793160593201907e+00,-1.303118410297583019e+01,-2.064981728942153261e+00,-2.021115678467924113e+02,-1.506908518403700326e+00,-1.303107376087416291e+01,-2.064995766672241828e+00,-1.594211757028576244e+02,-2.514516940824169655e+00,-1.628266535352539535e+01,-2.048271752684444280e+00,-1.790763423591738501e+02,-1.371986084644302439e-01
3.147004389562142901e+00,-1.300966003928892611e+01,-2.065804657469561878e+00,-2.011922399941028630e+02,-1.559593312312415270e+00,-1.300955104281378993e+01,-2.065818792179599406e+00,-1.593860282746749704e+02,-2.527145657273006218e+00,-1.626143424032782292e+01,-2.049065055777880229e+00,-1.789000408141041305e+02,-2.252735733928238893e-01
3.150215618531083894e+00,-1.298815241656501129e+01,-2.066628597564807990e+00,-2.006339502675683946e+02,-1.646803930345500433e+00,-1.298804476858703438e+01,-2.066642827684019412e+00,-1.593612330253854452e+02,-2.540033160463460948e+00,-1.624021972161510163e+01,-2.049859440369934838e+00,-1.790772740891997614e+02,-3.131851175509560714e-01
3.153426847500024888e+00,-1.296666115200828706e+01,-2.067453543622484347e+00,-2.004729517463880484e+02,-1.747590064138406118e+00,-1.296655485642063077e+01,-2.067467867727772024e+00,-1.593464091267046854e+02,-2.552517190291873739e+00,-1.621902171200217069e+01,-2.050654905265282046e+00,-1.795923114085799170e+02,-3.843144420188204791e-01
3.156638076468965437e+00,-1.294518614110373278e+01,-2.068279493281756753e+00,-2.007105688823739342e+02,-1.844353391381350127e+00,-1.294508120333515677e+01,-2.068293910001048896e+00,-1.593382352253495071e+02,-2.564055167169451366e+00,-1.619784012656293726e+01,-2.051451452532609743e+00,-1.803810938244535578e+02,-4.198856351901534278e-01
3.159849305437906875e+00,-1.292372727344821826e+01,-2.069106447942433924e+00,-2.013248942842348583e+02,-1.918982769163138480e+00,-1.292362370044525299e+01,-2.069120955841678544e+00,-1.593313963041886723e+02,-2.574383641962673330e+00,-1.617667489331796915e+01,-2.052249086651742882e+00,-1.812745685252799888e+02,-4.003268954459889839e-01
3.163060534406847424e+00,-1.290228444737364555e+01,-2.069934412289771597e+00,-2.022403438728676122e+02,-1.949683406501943495e+00,-1.290218224705945360e+01,-2.069949009778873972e+00,-1.593201381050109831e+02,-2.583601260787477649e+00,-1.615552595868567209e+01,-2.053047813090776774e+00,-1.819384284480603355e+02,-3.181048674961104439e-01
3.166271763375788861e+00,-1.288085757902096873e+01,-2.070763393114580353e+00,-2.032435470173119256e+02,-1.912732293840044173e+00,-1.288075675940139497e+01,-2.070778078401523725e+00,-1.593000146238148886e+02,-2.592144866760143884e+00,-1.613439328442940734e+01,-2.053847636892063733e+00,-1.819958570871921211e+02,-2.021432101684849103e-01
3.169482992344729411e+00,-1.285944660376931736e+01,-2.071593397939281100e+00,-2.038969813243078022e+02,-1.801810758654393663e+00,-1.285934717196571953e+01,-2.071608169046588177e+00,-1.592692821040662636e+02,-2.600658071127719406e+00,-1.611327683778288744e+01,-2.054648561847156163e+00,-1.814074100476492220e+02,-1.111034508201254462e-01
3.172694221313670848e+00,-1.283805147087758769e+01,-2.072424433997960502e+00,-2.037579133728277156e+02,-1.662286515200272374e+00,-1.283795343238763387e+01,-2.072439288836176008e+00,-1.592294476161960972e+02,-2.609790805170569605e+00,-1.609217657911638710e+01,-2.055450590634770425e+00,-1.805212993014274616e+02,-8.101627374946879234e-02
3.175905450282611397e+00,-1.281667213481912704e+01,-2.073256507953654904e+00,-2.029103999579191395e+02,-1.568066585436028060e+00,-1.281657549323472267e+01,-2.073271444428826271e+00,-1.591847679458371374e+02,-2.619997587556306406e+00,-1.607109245277005627e+01,-2.056253725942748467e+00,-1.796961385725833225e+02,-1.087386049568273699e-01
3.179116679251552391e+00,-1.279530854813383023e+01,-2.074089626423400112e+00,-2.018458328209709123e+02,-1.548993817510224469e+00,-1.279521330540212887e+01,-2.074104642545035126e+00,-1.591408925361781712e+02,-2.631402660587510933e+00,-1.605002438600455150e+01,-2.057057972207327001e+00,-1.791255737302483340e+02,-1.753568736561009200e-01
3.182327908220493384e+00,-1.277396066014827802e+01,-2.074923797028868311e+00,-2.009407789072079424e+02,-1.590691443769019831e+00,-1.277386681729241857e+01,-2.074938890984839190e+00,-1.591031370856220519e+02,-2.643771420401042960e+00,-1.602897229849597949e+01,-2.057863337311421681e+00,-1.788858687141494670e+02,-2.616988400168927531e-01
3.185539137189434378e+00,-1.275262842369778760e+01,-2.075759029424467439e+00,-2.003577218833487450e+02,-1.669048520715986417e+00,-1.275253598177127401e+01,-2.075774199599751846e+00,-1.590749342826511281e+02,-2.656588235350385130e+00,-1.600793612114247821e+01,-2.058669833495300416e+00,-1.789982234915796653e+02,-3.509284484028935558e-01
3.188750366158375371e+00,-1.273131180871448720e+01,-2.076595335679085608e+00,-2.001474148064805263e+02,-1.763433184326641534e+00,-1.273122076969133154e+01,-2.076610580612805901e+00,-1.590568767036650684e+02,-2.669210618573062632e+00,-1.598691581928848393e+01,-2.059477476895709813e+00,-1.794529931360761452e+02,-4.266686802011039337e-01
3.191961595127316365e+00,-1.271001081832476665e+01,-2.077432729545827250e+00,-2.003168534513324062e+02,-1.856446493930837160e+00,-1.270992118564874040e+01,-2.077448047840267265e+00,-1.590465674703613104e+02,-2.681055293601648071e+00,-1.596591141302925365e+01,-2.060286285512675786e+00,-1.801984760600143716e+02,-4.706850095370651577e-01
3.195172824096257358e+00,-1.268872550109371744e+01,-2.078271224511759385e+00,-2.008467389353666590e+02,-1.930777846177136992e+00,-1.268863727971721467e+01,-2.078286614721934544e+00,-1.590393047270677016e+02,-2.691768091075627201e+00,-1.594492298695126031e+01,-2.061096275902523089e+00,-1.810917303932188247e+02,-4.631433672435735227e-01
3.198384053065198351e+00,-1.266745595310488426e+01,-2.079110830971023560e+00,-2.016695283433674319e+02,-1.966445133814499258e+00,-1.266736914900749511e+01,-2.079126291509322932e+00,-1.590294444844638804e+02,-2.701331937674376960e+00,-1.592395068380387002e+01,-2.061907459361905559e+00,-1.818309723894965373e+02,-3.925113951181486982e-01
3.201595282034139345e+00,-1.264620230588386463e+01,-2.079951553262979758e+00,-2.026027528029964628e+02,-1.941972382215164439e+00,-1.264611692522266750e+01,-2.079967082348555873e+00,-1.590120944800834195e+02,-2.710077656628151921e+00,-1.590299468074734257e+01,-2.062719838649863746e+00,-1.820235819264194674e+02,-2.793781743452961597e-01
3.204806511003080338e+00,-1.262496470023445561e+01,-2.080793387520295745e+00,-2.032745793084859258e+02,-1.849101180744367801e+00,-1.262488074839219010e+01,-2.080808983188847883e+00,-1.589846336735666625e+02,-2.718586629862549842e+00,-1.588205515188438177e+01,-2.063533406287919814e+00,-1.815422241266937817e+02,-1.800062537370705762e-01
3.208017739972020888e+00,-1.260374325070339019e+01,-2.081636321189852978e+00,-2.032692543566310235e+02,-1.721615643022372355e+00,-1.260366073153132049e+01,-2.081651981360583825e+00,-1.589475397427448513e+02,-2.727510961683217605e+00,-1.586113222529839462e+01,-2.064348145157285153e+00,-1.806850280268128301e+02,-1.379260027379630160e-01
3.211228968940962325e+00,-1.258253800917485243e+01,-2.082480334716327430e+00,-2.025740284928918413e+02,-1.625238654030142671e+00,-1.258245692466548249e+01,-2.082496057295061931e+00,-1.589042202926816287e+02,-2.737370277956292064e+00,-1.584022594538688367e+01,-2.065164031546117940e+00,-1.798317124297275598e+02,-1.561008487800717437e-01
3.214440197909902874e+00,-1.256134893771718275e+01,-2.083325405301551747e+00,-2.015950751363364191e+02,-1.595910788626190735e+00,-1.256126928820721034e+01,-2.083341188287835877e+00,-1.588599154939725793e+02,-2.748394452884593164e+00,-1.581933625097548379e+01,-2.065981040135349112e+00,-1.792065122455023243e+02,-2.169998202126802722e-01
3.217651426878844312e+00,-1.254017589952971079e+01,-2.084171512031332441e+00,-2.007100348210870493e+02,-1.626576331849555634e+00,-1.254009768436828409e+01,-2.084187353596207437e+00,-1.588200749671811423e+02,-2.760461440644320419e+00,-1.579846297639559438e+01,-2.066799149834677163e+00,-1.789024471075277063e+02,-3.011053471916773638e-01
3.220862655847784861e+00,-1.251901867277473279e+01,-2.085018641181517474e+00,-2.001056555739884857e+02,-1.695848413997332216e+00,-1.251894189124730872e+01,-2.085034539691917210e+00,-1.587887449245243090e+02,-2.773142298680699280e+00,-1.577760587714369045e+01,-2.067618349062762206e+00,-1.789484385457923850e+02,-3.912606491228028394e-01
3.224073884816725855e+00,-1.249787698620074217e+01,-2.085866790334392373e+00,-1.998484649540668840e+02,-1.783611428456175041e+00,-1.249780163842022063e+01,-2.085882744316811532e+00,-1.587674230105067466e+02,-2.785832026932811178e+00,-1.575676467534915126e+01,-2.068438639114063005e+00,-1.793407947838953191e+02,-4.712294790049262327e-01
3.227285113785666848e+00,-1.247675056936177462e+01,-2.086715970133584896e+00,-1.999524564325909921e+02,-1.872664186212342763e+00,-1.247667665684968341e+01,-2.086731978188601566e+00,-1.587546546430581600e+02,-2.797925950634090331e+00,-1.573593911480867291e+01,-2.069260034676436710e+00,-1.800388240129027508e+02,-5.232866997620253535e-01
3.230496342754607841e+00,-1.245563920568650929e+01,-2.087566203051635760e+00,-2.004018581116349651e+02,-1.946357380888556587e+00,-1.245556673146457172e+01,-2.087582263746119438e+00,-1.587464532181511458e+02,-2.808995037025174835e+00,-1.571512901236883586e+01,-2.070082561259922294e+00,-1.809234097731293787e+02,-5.275915137607194438e-01
3.233707571723548835e+00,-1.243454277507550998e+01,-2.088417519305031611e+00,-2.011367512599613860e+02,-1.986205154579177901e+00,-1.243447174324087534e+01,-2.088433631075719887e+00,-1.587374479633033388e+02,-2.818914116640119261e+00,-1.569433429288800141e+01,-2.070906250087479528e+00,-1.817269680506151417e+02,-4.694091101372718233e-01
3.236918800692489828e+00,-1.241346127474193750e+01,-2.089269950821547539e+00,-2.020004969214584207e+02,-1.972617235010894143e+00,-1.241339168966019990e+01,-2.089286111920019895e+00,-1.587224778800368483e+02,-2.827904317104326104e+00,-1.567355499888939896e+01,-2.071731131669020787e+00,-1.820542171270319045e+02,-3.611367882693477527e-01
3.240130029661430822e+00,-1.239239481227744299e+01,-2.090123524725290949e+00,-2.026762785207955346e+02,-1.896109753556857624e+00,-1.239232667764600393e+01,-2.090139733221377139e+00,-1.586981780683817078e+02,-2.836470313519005693e+00,-1.565279127237551648e+01,-2.072557229643296584e+00,-1.816947100644426598e+02,-2.546235861414379298e-01
3.243341258630371371e+00,-1.237134357208470448e+01,-2.090978257986987998e+00,-2.027809516324617505e+02,-1.781194255328715892e+00,-1.237127689015851217e+01,-2.090994511829403990e+00,-1.586640386692991171e+02,-2.845245787263110060e+00,-1.563204331343710329e+01,-2.073384556420987401e+00,-1.808803672251689818e+02,-2.001070150349369969e-01
3.246552487599312808e+00,-1.235030776343106496e+01,-2.091834154623563258e+00,-2.022299735290086176e+02,-1.684931104574275862e+00,-1.235024253465117283e+01,-2.091850451738779704e+00,-1.586225552227743947e+02,-2.854795901993595564e+00,-1.561131132632351992e+01,-2.074213111701974199e+00,-1.800047008254163927e+02,-2.077779578540737693e-01
3.249763716568253358e+00,-1.232928756344347399e+01,-2.092691206180011143e+00,-2.013431375292452685e+02,-1.646913909945025400e+00,-1.232922378658273033e+01,-2.092707544578511047e+00,-1.585784171947234995e+02,-2.865444008945532861e+00,-1.559059546688269293e+01,-2.075042884189312264e+00,-1.793255861632611925e+02,-2.621691741728205960e-01
3.252974945537194795e+00,-1.230828306989964993e+01,-2.093549395358611065e+00,-2.004866200263874134e+02,-1.667115541465609585e+00,-1.230822074267857857e+01,-2.093565773215538606e+00,-1.585370379020851601e+02,-2.877179035620484715e+00,-1.556989580481607582e+01,-2.075873855982940164e+00,-1.789559986468393618e+02,-3.434925795784796176e-01
3.256186174506135345e+00,-1.228729427615447456e+01,-2.094408701813429641e+00,-1.998675118524880077e+02,-1.727426238828056126e+00,-1.228723339613430987e+01,-2.094425117498674993e+00,-1.585029288989196061e+02,-2.889667257042231263e+00,-1.554921231012657756e+01,-2.076706008435919681e+00,-1.789339350802626427e+02,-4.341683959274866278e-01
3.259397403475076782e+00,-1.226632107459242960e+01,-2.095269108539331349e+00,-1.995687168591006184e+02,-1.808564734160689413e+00,-1.226626164006680142e+01,-2.095285560587960560e+00,-1.584784044041170716e+02,-2.902356852310918889e+00,-1.552854486656427291e+01,-2.077539327886534615e+00,-1.792616806069935933e+02,-5.179872611595666143e-01
3.262608632444017331e+00,-1.224536328722606271e+01,-2.096130607124004008e+00,-1.996125782955744228e+02,-1.893599837795594709e+00,-1.224530529783432442e+01,-2.096147094156484592e+00,-1.584629441124197911e+02,-2.914640387171466340e+00,-1.550789330759477558e+01,-2.078373809741914435e+00,-1.799083521187356496e+02,-5.776777712050675806e-01
3.265819861412958769e+00,-1.222442071462191038e+01,-2.096993200449380090e+00,-1.999879817169283456e+02,-1.966445814899621780e+00,-1.222436417149462784e+01,-2.097009721066656951e+00,-1.584533528096322357e+02,-2.926030741088059717e+00,-1.548725746442553231e+01,-2.079209459864607368e+00,-1.807763071775307253e+02,-5.935830170345727241e-01
3.269031090381899318e+00,-1.220349318932333205e+01,-2.097856902141145063e+00,-2.006426488121519469e+02,-2.009828907049133750e+00,-1.220343809471678931e+01,-2.097873454827333006e+00,-1.584446770881158955e+02,-2.936304726833227630e+00,-1.546663721256715007e+01,-2.080046292969564448e+00,-1.816325126248383413e+02,-5.485141920349929645e-01
3.272242319350840756e+00,-1.218258061878334431e+01,-2.098721732974037302e+00,-2.014419118943775402e+02,-2.005663946305175305e+00,-1.218252697531878326e+01,-2.098738316037001894e+00,-1.584316606680425537e+02,-2.945573502202121663e+00,-1.544603250409919859e+01,-2.080884328564754693e+00,-1.820910153816343779e+02,-4.471248810355206160e-01
3.275453548319781305e+00,-1.216168300586691231e+01,-2.099587715291049150e+00,-2.021144381828501650e+02,-1.943610487837192480e+00,-1.216163081561285786e+01,-2.099604326859259018e+00,-1.584103423990646888e+02,-2.954253715590098306e+00,-1.542544337702789292e+01,-2.081723585635083751e+00,-1.818671947944251315e+02,-3.349917591890947954e-01
3.278664777288722298e+00,-1.214080044138292003e+01,-2.100454867045740137e+00,-2.023098345474197401e+02,-1.840816116907799671e+00,-1.214074970506668727e+01,-2.100471505122184723e+00,-1.583792946999423918e+02,-2.962941640196605331e+00,-1.540486993965679474e+01,-2.082564077593346497e+00,-1.811113767381006028e+02,-2.677549394237840330e-01
3.281876006257663292e+00,-1.211993307105388951e+01,-2.101323197172084267e+00,-2.018917823242412055e+02,-1.746027766721232721e+00,-1.211988378764712770e+01,-2.101339859728327930e+00,-1.583400686049048716e+02,-2.972227821975142792e+00,-1.538431233489783523e+01,-2.083405808917712321e+00,-1.802203717874446056e+02,-2.639133951868634642e-01
