Frequency (GHz), G_r Theta Pol: Theta=90.0 & Phi=0.0 (dB), G_r Theta Pol: Theta=90.0 & Phi=0.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=90.0 & Phi=0.0 (dB), G_r Phi Pol: Theta=90.0 & Phi=0.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Theta Pol: Theta=90.0 & Phi=180.0 (dB), G_r Theta Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=90.0 & Phi=180.0 (dB), G_r Phi Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Theta Pol: Theta=45.0 & Phi=0.0 (dB), G_r Theta Pol: Theta=45.0 & Phi=0.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=45.0 & Phi=0.0 (dB), G_r Phi Pol: Theta=45.0 & Phi=0.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location)
1.664058851705206621e+01,-1.649145169471556427e+00,1.205046263263902295e+00,-1.772195709395019776e+02,1.496420189291827185e+00,-1.649053849473514299e+00,1.205054018206874522e+00,-1.324877203350561103e+02,-1.225812390606237923e+00,-5.572137608272828224e+00,-2.929425557318932505e+00,-1.509621455875881395e+02,-8.201830709045534462e-01
1.664379974602100631e+01,-1.650826742915254775e+00,1.204237164799972781e+00,-1.773731346867641889e+02,1.513105533459868868e+00,-1.650734526728661944e+00,1.204244875370157786e+00,-1.324655813506764162e+02,-1.231047704441252222e+00,-5.561234792447969255e+00,-2.929583125947901046e+00,-1.509643766963651217e+02,-8.248482765721346643e-01
1.664701097498994997e+01,-1.652512874104118179e+00,1.203428186941623901e+00,-1.773850851053677502e+02,1.536111091146198149e+00,-1.652419760634527890e+00,1.203435852407121809e+00,-1.324426753164834452e+02,-1.236164572933867944e+00,-5.550336357848917324e+00,-2.929742166333853870e+00,-1.509467729700835434e+02,-8.302754212079767049e-01
1.665022220395889008e+01,-1.654202434643030850e+00,1.202619228834188814e+00,-1.772492402758406342e+02,1.554875454218737740e+00,-1.654108421686449892e+00,1.202626848392652770e+00,-1.324185540481076657e+02,-1.241230815585721681e+00,-5.539441238602139883e+00,-2.929902782064318867e+00,-1.509160046130465389e+02,-8.375621414922223007e-01
1.665343343292783018e+01,-1.655894854394800442e+00,1.201810160026913987e+00,-1.770157316984383442e+02,1.560818834173864911e+00,-1.655799939119293462e+00,1.201817732741791378e+00,-1.323931514299092669e+02,-1.246331212343585015e+00,-5.528548949374886057e+00,-2.930065104640698248e+00,-1.508826731580053320e+02,-8.472144160156056536e-01
1.665664466189677029e+01,-1.657590112147794947e+00,1.201000854162711073e+00,-1.767630426480425285e+02,1.550673058283010830e+00,-1.657494291799835651e+00,1.201008378939044441e+00,-1.323668026937411355e+02,-1.251541483388300735e+00,-5.517659564944075612e+00,-2.930229258659867941e+00,-1.508579030334293805e+02,-8.590167881616986856e-01
1.665985589086571039e+01,-1.659288594061133715e+00,1.200191215120446131e+00,-1.765645792968424530e+02,1.526458105690459144e+00,-1.659191866677405480e+00,1.200198690728083717e+00,-1.323401402440455570e+02,-1.256905149403029887e+00,-5.506773564012180877e+00,-2.930395335405314050e+00,-1.508500553131881645e+02,-8.721284169497289795e-01
1.666306711983465050e+01,-1.660990877646683961e+00,1.199381189816886462e+00,-1.764699780338411017e+02,1.493605822505815972e+00,-1.660893242548974191e+00,1.199388614954170595e+00,-1.323138990854492079e+02,-1.262420400634027828e+00,-5.495891599601396393e+00,-2.930563380724218181e+00,-1.508624598339894760e+02,-8.853441286649241793e-01
1.666627834880359416e+01,-1.662697512846611936e+00,1.198570766238512553e+00,-1.765001031959027955e+02,1.459103317836033531e+00,-1.662598970764090911e+00,1.198578139616813587e+00,-1.322886924634913157e+02,-1.268040885798983108e+00,-5.485014271831980537e+00,-2.930733398408140733e+00,-1.508925742804353831e+02,-8.974369587143704585e-01
1.666948957777253426e+01,-1.664408864171147862e+00,1.197759959637515692e+00,-1.766469620145464887e+02,1.430181385411023465e+00,-1.664309416949689924e+00,1.197767280060352491e+00,-1.322648261358943671e+02,-1.273690006403041419e+00,-5.474141969643252281e+00,-2.930905365701448329e+00,-1.509326645022865421e+02,-9.075036016815276607e-01
1.667270080674147437e+01,-1.666125052625824665e+00,1.196948792952027052e+00,-1.768736822195423883e+02,1.413142830098152336e+00,-1.666024702612967090e+00,1.196956059364044034e+00,-1.322422066954398474e+02,-1.279284270465665951e+00,-5.463274820315991320e+00,-2.931079254344585827e+00,-1.509719137954660937e+02,-9.152358065052136338e-01
1.667591203571041802e+01,-1.667846001841155612e+00,1.196137278589947339e+00,-1.771164368762769925e+02,1.411773014709162055e+00,-1.667744751137090198e+00,1.196144490080297773e+00,-1.322203707577991167e+02,-1.284758654065031536e+00,-5.452412748833418199e+00,-2.931255049555288483e+00,-1.509995881892623686e+02,-9.210367604197092772e-01
1.667912326467935813e+01,-1.669571560071644534e+00,1.195325407581060873e+00,-1.772960322572774317e+02,1.425340850796992687e+00,-1.669469409879621669e+00,1.195332563339892129e+00,-1.321986261359059540e+02,-1.290086367151003888e+00,-5.441555614609735692e+00,-2.931432760703820417e+00,-1.510084296643991877e+02,-9.259198281536229480e-01
1.668233449364829823e+01,-1.671301648104341453e+00,1.194513149240576055e+00,-1.773456071356953316e+02,1.447488434195719709e+00,-1.671198598384107115e+00,1.194520248481947045e+00,-1.321762628762793383e+02,-1.295287037066922275e+00,-5.430703371019638404e+00,-2.931612420593090018e+00,-1.509970848369480052e+02,-9.311942710328289241e-01
1.668554572261723834e+01,-1.673036378330410301e+00,1.193700460864635104e+00,-1.772443777336956146e+02,1.468032848491718445e+00,-1.672932427864940230e+00,1.193707502739763004e+00,-1.321527703827000266e+02,-1.300420730856414187e+00,-5.419856189347457942e+00,-2.931794074153328378e+00,-1.509705507729035503e+02,-9.380399582751257626e-01
1.668875695158617845e+01,-1.674776102700106684e+00,1.192887303730839399e+00,-1.770298800795494287e+02,1.477553821832146230e+00,-1.674671249557386998e+00,1.192894287258714270e+00,-1.321279938737783652e+02,-1.305569546901935940e+00,-5.409014503349233394e+00,-2.931977760781588671e+00,-1.509384412722879460e+02,-9.471331406698815236e-01
1.669196818055512210e+01,-1.676521372250032949e+00,1.192073659767677540e+00,-1.767763350985011357e+02,1.471380305000785649e+00,-1.676415614498304230e+00,1.192080583804820737e+00,-1.321021814062461601e+02,-1.310812417623138160e+00,-5.398178958175342323e+00,-2.932163496481224652e+00,-1.509118381670012354e+02,-9.584568385322145279e-01
1.669517940952406221e+01,-1.678272820106299523e+00,1.191259543198553761e+00,-1.765602474677407372e+02,1.450349757990929467e+00,-1.678166156561235800e+00,1.191266406457590410e+00,-1.320759068605183870e+02,-1.316200944786932503e+00,-5.387350278870858489e+00,-2.932351261868096692e+00,-1.508999378542606564e+02,-9.713371057217016213e-01
1.669839063849300231e+01,-1.680031004188911492e+00,1.190445003189017470e+00,-1.764376233063400718e+02,1.419203315363291695e+00,-1.679923434960080453e+00,1.190451804300547423e+00,-1.320498933884245503e+02,-1.321743738026437631e+00,-5.376529099211458274e+00,-2.932541000124382347e+00,-1.509074966297083336e+02,-9.846615990637866966e-01
1.670160186746194597e+01,-1.681796258029083724e+00,1.189630116424303941e+00,-1.764363459852431788e+02,1.384638508561976789e+00,-1.681687784694453569e+00,1.189636854023014889e+00,-1.320247925070802069e+02,-1.327403980417779739e+00,-5.365715803621297297e+00,-2.932732625785048342e+00,-1.509336019150576078e+02,-9.972010290313374492e-01
1.670481309643088608e+01,-1.683568594913725125e+00,1.188814971681506405e+00,-1.765555136225952708e+02,1.353882862246679641e+00,-1.683459220266183332e+00,1.188821644489802987e+00,-1.320009865159261437e+02,-1.333110802289307006e+00,-5.354910430168321689e+00,-2.932926041866306566e+00,-1.509719316956417856e+02,-1.007954186544665065e+00
1.670802432539982618e+01,-1.685347693557676330e+00,1.187999650865309675e+00,-1.767655021997229028e+02,1.333543473271261437e+00,-1.685237421000910008e+00,1.188006257748364325e+00,-1.319784734838069653e+02,-1.338780884304099139e+00,-5.344112663196018076e+00,-2.933121160335444344e+00,-1.510124605590862075e+02,-1.016441152514641733e+00
1.671123555436876629e+01,-1.687132968398624033e+00,1.187184211938021594e+00,-1.770089513930982434e+02,1.328160105560737936e+00,-1.687021801179538150e+00,1.187190751912940767e+00,-1.319568686361572531e+02,-1.344343743521983381e+00,-5.333321916509458305e+00,-2.933317920020618530e+00,-1.510443349420728225e+02,-1.022865685920207657e+00
1.671444678333770639e+01,-1.688923702395497717e+00,1.186368678450854919e+00,-1.772091574639098610e+02,1.338265103325101180e+00,-1.688811642912450006e+00,1.186375150646904242e+00,-1.319355214803932768e+02,-1.349763122632434920e+00,-5.322537480965046086e+00,-2.933516296991044658e+00,-1.510592330703298103e+02,-1.028077150892145575e+00
1.671765801230664650e+01,-1.690719202619129113e+00,1.185553038256908387e+00,-1.772936769515612241e+02,1.358889956023560552e+00,-1.690606252022811784e+00,1.185559441838988981e+00,-1.319137137821075783e+02,-1.355048030000410408e+00,-5.311758692126799630e+00,-2.933716304854832924e+00,-1.510541094465060894e+02,-1.033314571253624026e+00
1.672086924127559016e+01,-1.692518934071168157e+00,1.184737251159651894e+00,-1.772283696433946432e+02,1.380525884851869334e+00,-1.692405092284726686e+00,1.184743585238781538e+00,-1.318908788005953738e+02,-1.360250004110959754e+00,-5.300985069651236614e+00,-2.933917985529816974e+00,-1.510322211501320453e+02,-1.039806911700361436e+00
1.672408047024453026e+01,-1.694322596077762366e+00,1.183921262618998549e+00,-1.770370430866719857e+02,1.393203305132260539e+00,-1.694207862232562922e+00,1.183927526177729339e+00,-1.318667746688427371e+02,-1.365447333676247155e+00,-5.290216391005060359e+00,-2.934121393859496774e+00,-1.510019843254639511e+02,-1.048378545200485679e+00
1.672729169921347392e+01,-1.696130125021898749e+00,1.183105019004190739e+00,-1.767874384712878282e+02,1.390930980476684509e+00,-1.696014498175427043e+00,1.183111210860389173e+00,-1.318415580328084786e+02,-1.370721039168435240e+00,-5.279452684113556948e+00,-2.934326581109444998e+00,-1.509741727637356234e+02,-1.059205864333624181e+00
1.673050292818241402e+01,-1.697941630696240045e+00,1.182288479718706098e+00,-1.765575861360570116e+02,1.373280296450644755e+00,-1.697825110609831434e+00,1.182294598539270991e+00,-1.318157349766181596e+02,-1.376130058204573015e+00,-5.268694149371484059e+00,-2.934533582410070007e+00,-1.509585828533300287e+02,-1.071792614876869054e+00
1.673371415715135413e+01,-1.699757293691885884e+00,1.181471622825598145e+00,-1.764092603106795423e+02,1.344185822165299582e+00,-1.699639881426024735e+00,1.181477667186166647e+00,-1.317900049446217849e+02,-1.381693321809445596e+00,-5.257941042913149232e+00,-2.934742411652617289e+00,-1.509612458415836329e+02,-1.085141003293998319e+00
1.673692538612029423e+01,-1.701577261770614857e+00,1.180654443112257868e+00,-1.763772339700154816e+02,1.309968801528834881e+00,-1.701458959911171798e+00,1.180660411584560254e+00,-1.317650466231050643e+02,-1.387384172204048305e+00,-5.247193563501170388e+00,-2.934953064736588679e+00,-1.509828365411352138e+02,-1.098046398667438250e+00
1.674013661508923434e+01,-1.703401581059640346e+00,1.179836944087472084e+00,-1.764676224743030843e+02,1.277785050952072066e+00,-1.703282393502496772e+00,1.179842835327276296e+00,-1.317413116888577065e+02,-1.393138678661205887e+00,-5.236451781836182207e+00,-2.935165529265660656e+00,-1.510185220231105347e+02,-1.109436211749748935e+00
1.674334784405817445e+01,-1.705230184178565533e+00,1.179019127376852882e+00,-1.766579931170421673e+02,1.254459532724461868e+00,-1.705110115537614712e+00,1.179024940185092518e+00,-1.317188885774791913e+02,-1.398875182557473007e+00,-5.225715634985293789e+00,-2.935379796696905963e+00,-1.510592586778055022e+02,-1.118678293813213598e+00
1.674655907302711810e+01,-1.707062936748330984e+00,1.178200983751858111e+00,-1.768977878587622570e+02,1.245160942590035624e+00,-1.706941991569679073e+00,1.178206717089756328e+00,-1.316974765330134858e+02,-1.404519117239968917e+00,-5.214984985408039897e+00,-2.935595872225311265e+00,-1.510943390790490639e+02,-1.125782227316405759e+00
1.674977030199605821e+01,-1.708899722968847623e+00,1.177382489362501783e+00,-1.771141040502404280e+02,1.251567500807704292e+00,-1.708777904995532726e+00,1.177388142315763719e+00,-1.316764773446398635e+02,-1.410025653481589369e+00,-5.204259721352374690e+00,-2.935813778548002961e+00,-1.511146370206498375e+02,-1.131420190858281272e+00
1.675298153096500187e+01,-1.710740536873130768e+00,1.176563608875716094e+00,-1.772311083589534348e+02,1.270124576802007299e+00,-1.710617848590257228e+00,1.176569180578713070e+00,-1.316551774423192853e+02,-1.415393356401277059e+00,-5.193539860595075552e+00,-2.936033551807228470e+00,-1.511155668845524076e+02,-1.136732282140168859e+00
1.675619275993394197e+01,-1.712585543073662286e+00,1.175744304766263681e+00,-1.772028132005847283e+02,1.292238333162729624e+00,-1.712461985677587339e+00,1.175749794309685958e+00,-1.316329657076940123e+02,-1.420664655076150584e+00,-5.182825617437777588e+00,-2.936255230752461642e+00,-1.510986262182054816e+02,-1.142962998417274001e+00
1.675940398890288208e+01,-1.714435080281447643e+00,1.174924549768550985e+00,-1.770386269883018997e+02,1.307681419931960409e+00,-1.714310654085147378e+00,1.174929956119276309e+00,-1.316095205739312064e+02,-1.425912875620880538e+00,-5.172117404284012565e+00,-2.936478842596865757e+00,-1.510708561100711336e+02,-1.151059253311983888e+00
1.676261521787182218e+01,-1.716289599638445518e+00,1.174104338213306065e+00,-1.767977383093572712e+02,1.309258093260888156e+00,-1.716164304789186801e+00,1.174109660171579250e+00,-1.315849084263030591e+02,-1.431219754482489837e+00,-5.161415760443432532e+00,-2.936704390373056750e+00,-1.510424644889431818e+02,-1.161381244873181284e+00
1.676582644684076229e+01,-1.718149551990444390e+00,1.173283692079885698e+00,-1.765580193945123995e+02,1.295207202127378832e+00,-1.718023389277947732e+00,1.173288928287396837e+00,-1.315595625521462182e+02,-1.436650382491826639e+00,-5.150721225266980952e+00,-2.936931846366166443e+00,-1.510235991971755425e+02,-1.173617499352872962e+00
1.676903767580970239e+01,-1.720015256530999626e+00,1.172462659091541237e+00,-1.763863213543475581e+02,1.268538211634774537e+00,-1.719888228034716082e+00,1.172467808088186736e+00,-1.315341494873103727e+02,-1.442233351419617726e+00,-5.140034192461015117e+00,-2.937161154457891499e+00,-1.510213903081532294e+02,-1.186904272564155427e+00
1.677224890477864605e+01,-1.721886791744402068e+00,1.171641302621910352e+00,-1.763241860902808753e+02,1.235103795863572884e+00,-1.721758901117722340e+00,1.171646362933826291e+00,-1.315093648048991213e+02,-1.447952179526592831e+00,-5.129354790986329071e+00,-2.937392241475995647e+00,-1.510380283976454621e+02,-1.200087881212181129e+00
1.677546013374758616e+01,-1.723763945234694894e+00,1.170819685813453859e+00,-1.763847247653867782e+02,1.201921053883767687e+00,-1.723635197535836383e+00,1.170824656045082568e+00,-1.314857214642096892e+02,-1.453750510433725607e+00,-5.118682832267051452e+00,-2.937625034756082609e+00,-1.510702162527436201e+02,-1.212051754312832408e+00
1.677867136271652626e+01,-1.725646242798976715e+00,1.169997854301376927e+00,-1.765526536140416169e+02,1.175956384515666198e+00,-1.725516643919438264e+00,1.170002733202924583e+00,-1.314633947987794613e+02,-1.459549356007415311e+00,-5.108017844885721637e+00,-2.937859480996975581e+00,-1.511100565033295879e+02,-1.222033658949853718e+00
1.678188259168546992e+01,-1.727533053691292730e+00,1.169175822639291207e+00,-1.767844439114153658e+02,1.162893642010541573e+00,-1.727402609558385205e+00,1.169180609128488868e+00,-1.314421701602053361e+02,-1.465271099761891405e+00,-5.097359191951973401e+00,-2.938095560819836471e+00,-1.511472421301540692e+02,-1.229858722443876395e+00
1.678509382065441002e+01,-1.729423745494625742e+00,1.168353568670800424e+00,-1.770120695916864975e+02,1.165433041746160692e+00,-1.729292461295890648e+00,1.168358261802017850e+00,-1.314215084465306518e+02,-1.470863046318918066e+00,-5.086706240777231436e+00,-2.938333294479097635e+00,-1.511721161834379643e+02,-1.236013783200032634e+00
1.678830504962335013e+01,-1.731317845663154165e+00,1.167531037894000256e+00,-1.771583904221396892e+02,1.181418878133870143e+00,-1.731185725334852155e+00,1.167535636784160280e+00,-1.314007099757694448e+02,-1.476313446364579285e+00,-5.076058537288711037e+00,-2.938572736652458772e+00,-1.511787459876416619e+02,-1.241514650463146907e+00
1.679151627859229023e+01,-1.733215162891650341e+00,1.166708156953970565e+00,-1.771674065654540016e+02,1.203374662676617302e+00,-1.733082209032152043e+00,1.166712660688222769e+00,-1.313791276898370484e+02,-1.481655106732145732e+00,-5.065415934314339452e+00,-2.938813961439272759e+00,-1.511669019905133666e+02,-1.247587549990067490e+00
1.679472750756123034e+01,-1.735115831621527160e+00,1.165884852636989377e+00,-1.770339459664436959e+02,1.221124503296361574e+00,-1.734982045858747490e+00,1.165889260183526011e+00,-1.313563649486765712e+02,-1.486955384895628285e+00,-5.054778634884605992e+00,-2.939057041665395165e+00,-1.511421123251243444e+02,-1.255272642102772895e+00
1.679793873653017400e+01,-1.737020264576677686e+00,1.165061070972998269e+00,-1.768066647628913586e+02,1.226437498345509081e+00,-1.736885648277053162e+00,1.165065381133669753e+00,-1.313323968438517682e+02,-1.492295554900283205e+00,-5.044147135818914052e+00,-2.939302028419786605e+00,-1.511137740184779545e+02,-1.265099087912512799e+00
1.680114996549911410e+01,-1.738929025080714563e+00,1.164236790844426661e+00,-1.765613247656592080e+02,1.216183996387287358e+00,-1.738793580180315823e+00,1.164241002256773294e+00,-1.313075771654714003e+02,-1.497745899951870241e+00,-5.033522086143666030e+00,-2.939548936850286509e+00,-1.510921254490087620e+02,-1.276942553626124077e+00
1.680436119446805421e+01,-1.740842655133485239e+00,1.163412027960613049e+00,-1.763689008945565320e+02,1.192327082562906870e+00,-1.740706384832623410e+00,1.163416139150951656e+00,-1.312825290340925619e+02,-1.503344258183061166e+00,-5.022904100662779925e+00,-2.939797742545638748e+00,-1.510851919500462088e+02,-1.290089744805171357e+00
1.680757242343699787e+01,-1.742761509490644789e+00,1.162586827801172173e+00,-1.762774718207593594e+02,1.160144982939607550e+00,-1.742624418594850066e+00,1.162590837272453159e+00,-1.312579537131662732e+02,-1.509084616810415724e+00,-5.012293583457312351e+00,-2.940048389789184036e+00,-1.510965745735180690e+02,-1.303462876724371666e+00
1.681078365240593797e+01,-1.744685645745493785e+00,1.161761249379415384e+00,-1.763071045843277602e+02,1.126440015962151930e+00,-1.744547740545083547e+00,1.161765155706636410e+00,-1.312344169367682696e+02,-1.514919139085798783e+00,-5.001690614619599629e+00,-2.940300809459145182e+00,-1.511245232354843324e+02,-1.315929146481398693e+00
1.681399488137487808e+01,-1.746614805296773376e+00,1.160935344479084197e+00,-1.764496005023328848e+02,1.098241934474206483e+00,-1.746476093020721487e+00,1.160939146382571785e+00,-1.312121777452741185e+02,-1.520772854648981598e+00,-4.991094936151466044e+00,-2.940554941402373945e+00,-1.511624188366541830e+02,-1.326620592932760356e+00
1.681720611034381818e+01,-1.748548494125410357e+00,1.160109138531959072e+00,-1.766685794640314100e+02,1.081635138719094558e+00,-1.748408982138279999e+00,1.160112834905601131e+00,-1.311911108557279988e+02,-1.526566474410952612e+00,-4.980506044407956523e+00,-2.940810754610681421e+00,-1.512005882574451618e+02,-1.335191762943103377e+00
1.682041733931275829e+01,-1.750486142820976809e+00,1.159282619045461038e+00,-1.769017695540684940e+02,1.080200005265344432e+00,-1.750345837812577132e+00,1.159286208930937701e+00,-1.311707452907259892e+02,-1.532240453872153241e+00,-4.969923364879957894e+00,-2.941068258961268445e+00,-1.512291201713071018e+02,-1.341941271677811853e+00
1.682362856828169839e+01,-1.752427300835723845e+00,1.158455735480296012e+00,-1.770727552500672459e+02,1.093113900868506017e+00,-1.752286208256577549e+00,1.158459217995163604e+00,-1.311504076604813633e+02,-1.537773087577384734e+00,-4.959346459680208596e+00,-2.941327504568681306e+00,-1.512409591488181491e+02,-1.347739629957144691e+00
1.682683979725064205e+01,-1.754371807795842120e+00,1.157628411251325762e+00,-1.771178120981298321e+02,1.114167482449246460e+00,-1.754229931715918012e+00,1.157631785493262733e+00,-1.311294273286215457e+02,-1.543187143428087493e+00,-4.948775206424911310e+00,-2.941588568315907537e+00,-1.512342299695822874e+02,-1.353762247152460407e+00
