Frequency (GHz), Theta Pol: Theta=90.0 & Phi=180.0 (dBsm), Theta Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Einc - phase centered at ff origin), Phi Pol: Theta=90.0 & Phi=180.0 (dBsm), Phi Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Einc - phase centered at ff origin)
3.159849338923006457e+00,-2.834578446123014217e+01,-1.823546134458719381e+00,-1.790804202425088079e+02,-5.120243319274301319e-01
3.179116712940829537e+00,-2.828875393289205320e+01,-1.827811056485591168e+00,-1.791009343578661799e+02,-5.301072073346358993e-01
3.198384086958653061e+00,-2.823335407590631618e+01,-1.832079902523249704e+00,-1.791280566556225438e+02,-5.465031870437477846e-01
3.217651460976476141e+00,-2.817958248974386137e+01,-1.836350798149196439e+00,-1.791603329651285321e+02,-5.612089056654950836e-01
3.236918834994299221e+00,-2.812743642434204716e+01,-1.840621858261004107e+00,-1.791965689781394815e+02,-5.742709119045992239e-01
3.256186209012122745e+00,-2.807691278712799132e+01,-1.844891190051743957e+00,-1.792360128769794585e+02,-5.857621248819289139e-01
3.275453583029945825e+00,-2.802800815158465397e+01,-1.849156895156366387e+00,-1.792784121943329296e+02,-5.957501285160733406e-01
3.294720957047768906e+00,-2.798071876364250343e+01,-1.853417071066407074e+00,-1.793239219914024147e+02,-6.042655402419777610e-01
3.313988331065592430e+00,-2.793504054315995333e+01,-1.857669812109081775e+00,-1.793728807985539788e+02,-6.112791295327052454e-01
3.333255705083415510e+00,-2.789096907945682702e+01,-1.861913210400926166e+00,-1.794255069638316797e+02,-6.166943775599279531e-01
